施設ID,施設名,郵便番号,住所,方書,電話番号,FAX番号,緯度,経度,行政区コード,カテゴリリスト
1190,西部保管所,653-0034,長田区駒栄町1-2,,078-631-0316,,34.653583,135.153546,長田区,駐車場・駐輪場
1191,西代保管所,653-0844,長田区西代通1-1,,078-612-7280,,34.661218,135.14168,長田区,駐車場・駐輪場
1192,名谷保管所,654-0154,須磨区中落合2,,078-793-2431,,34.680224,135.095486,須磨区,駐車場・駐輪場
1193,須磨保管所,654-0055,須磨区須磨浦通2-2,,078-735-8383,,34.642951,135.118802,須磨区,駐車場・駐輪場
1194,垂水保管所,655-0048,垂水区西舞子8-20-19,,078-781-9418,,34.646968,135.024429,垂水区,駐車場・駐輪場
1195,学園都市保管所,651-2103,西区学園西町3-2-2,,078-795-4618,,34.684543,135.057781,西区,駐車場・駐輪場
1196,西神保管所,651-2271,西区高塚台6,,078-992-3763,,34.732998,135.016356,西区,駐車場・駐輪場
1197,甲南山手駅前駐輪場,658-0001,東灘区森北町1-1,,078-411-8669,,34.730794,135.293274,東灘区,駐車場・駐輪場
1198,深江駅前駐輪場,658-0013,東灘区深江北町4‐1,,078-441-3094,,34.722997,135.29155,東灘区,駐車場・駐輪場
1199,青木駅前駐輪場,658-0014,東灘区北青木3-1-11,,078-441-3091,,34.718125,135.282306,東灘区,駐車場・駐輪場
1200,岡本駅前駐輪場,658-0072,東灘区岡本1-8,,078-452-2270,,34.728043,135.275596,東灘区,駐車場・駐輪場
1201,摂津本山駅前駐輪場,658-0072,東灘区岡本1-1-2,,078-411-6279,,34.7265,135.275755,東灘区,駐車場・駐輪場
1202,ＪＲ住吉駅前駐輪場（南）,658-0053,東灘区住吉宮町4-4,,078-854-1114,,34.718711,135.260792,東灘区,駐車場・駐輪場
1203,ＪＲ住吉駅前駐輪場（北）,658-0051,東灘区住吉本町1-2,,078-842-6217,,34.719325,135.261083,東灘区,駐車場・駐輪場
1204,阪神魚崎駅前駐輪場,658-0083,東灘区魚崎中町4-7-1,,078-453-0074,,34.713337,135.272477,東灘区,駐車場・駐輪場
1205,阪神御影駅前駐輪場,658-0046,東灘区御影本町2-16-8,,078-854-2627,,34.71457,135.256339,東灘区,駐車場・駐輪場
1206,阪急御影駅前駐輪場,658-0056,東灘区御影町御影,,078-856-6874,,34.722166,135.25092,東灘区,駐車場・駐輪場
1207,六甲道駅前(JR)駐輪場,657-0027,灘区永手町3-1-211,,078-811-7854,,34.715795,135.239782,灘区,駐車場・駐輪場
1208,六甲駅前駐輪場,657-0065,灘区宮山町3-1-40,,078-801-8663,,34.719344,135.232877,灘区,駐車場・駐輪場
1209,阪神新在家駅前駐輪場,657-0861,灘区新在家北町1,,078-842-6230,,34.710538,135.241047,灘区,駐車場・駐輪場
1210,王子公園駅前駐輪場,657-0838,灘区王子町2-1-2,,078-801-5982,,34.710581,135.21837,灘区,駐車場・駐輪場
1211,大石駅前駐輪場,657-0842,灘区船寺通1-3-28,,078-861-6790,,34.70756,135.23131,灘区,駐車場・駐輪場
1212,灘 駅前駐輪場,657-0835,灘区灘北通10,,078-802-6333,,34.706454,135.216121,灘区,駐車場・駐輪場
1213,阪急春日野道駅前駐輪場,651-0079,中央区東雲通1-6,,078-251-2913,,34.703035,135.206679,中央区,駐車場・駐輪場
1214,三宮駅前駐輪場,651-0096,中央区雲井通7-1-2,,078-232-1934,,34.695024,135.195794,中央区,駐車場・駐輪場
1215,元町駅前駐輪場,650-0014,中央区元町高架通1-103,,078-391-8565,,34.689738,135.187395,中央区,駐車場・駐輪場
1216,神戸駅前駐輪場,650-0025,中央区相生町3-2-11,,078-371-0394,,34.678923,135.177704,中央区,駐車場・駐輪場
1217,湊川駅前駐輪場,652-0811,兵庫区新開地1-4-33,,078-577-6129,,34.679131,135.167578,兵庫区,駐車場・駐輪場
1218,新開地駅前駐輪場,652-0812,兵庫区湊町4-3-1,,078-577-9146,,34.675259,135.169977,兵庫区,駐車場・駐輪場
1219,和田岬駅前駐輪場,652-0863,兵庫区和田宮通5-5,,078-672-6723,,34.6564,135.174983,兵庫区,駐車場・駐輪場
1220,兵庫駅前駐輪場,652-0898,兵庫区駅前通1-1-1,,078-577-6289,,34.668629,135.164172,兵庫区,駐車場・駐輪場
1221,北鈴蘭台駅前駐輪場,651-1143,北区若葉台1-10-20,,078-593-7145,,34.740227,135.152261,北区,駐車場・駐輪場
1222,鈴蘭台駅前駐輪場,651-1113,北区鈴蘭台南町6-1-48,,078-594-4292,,34.722665,135.14557,北区,駐車場・駐輪場
1223,西鈴蘭台駅前駐輪場,651-1132,北区南五葉1-1,,078-594-5793,,34.725303,135.133557,北区,駐車場・駐輪場
1224,山の街駅前駐輪場,651-1221,北区緑町1-4-1,,078-582-0398,,34.747487,135.152286,北区,駐車場・駐輪場
1225,田尾寺駅前駐輪場,651-1312,北区有野町1-1,,078-982-2626,,34.835332,135.225769,北区,駐車場・駐輪場
1226,岡場駅前駐輪場,651-1302,北区藤原台中町1,,078-981-7150,,34.822335,135.21869,北区,駐車場・駐輪場
1227,神鉄道場駅前駐輪場,651-1513,北区鹿の子台北町2,,078-951-7611,,34.866992,135.225665,北区,駐車場・駐輪場
1228,新長田駅前駐輪場,653-0836,長田区神楽町5-2-9,,078-621-4602,,34.659008,135.146868,長田区,駐車場・駐輪場
1229,新長田駅前駐輪場（地下）,653-0038,長田区若松町4-2,,078-641-2816,,34.657438,135.145644,長田区,駐車場・駐輪場
1230,鷹取駅前駐輪場(南）,653-0055,長田区浪松町2-1-7,,078-736-0366,,34.650974,135.135414,長田区,駐車場・駐輪場
1231,西代駅前駐輪場,653-0843,長田区御屋敷通2-6,, ,,34.662321,135.144132,長田区,駐車場・駐輪場
1232,高速長田駅前駐輪場,653-0003,長田区五番町8,,078-577-3165,,34.667251,135.149887,長田区,駐車場・駐輪場
1233,板宿駅前駐輪場,654-0021,須磨区平田町4,,078-731-1440,,34.659517,135.13267,須磨区,駐車場・駐輪場
1234,名谷駅前駐輪場（東）,654-0154,須磨区中落合2-3-5,,078-791-0793,,34.679555,135.094634,須磨区,駐車場・駐輪場
1235,名谷駅前駐輪場（西）,654-0155,須磨区西落合6-1-44,,078-791-0469,,34.679882,135.089904,須磨区,駐車場・駐輪場
1236,名谷駅前駐輪場（南）,654-0154,須磨区中落合2-2-31,,078-791-0817,,34.678363,135.094556,須磨区,駐車場・駐輪場
1237,妙法寺駅前駐輪場,654-0131,須磨区横尾1,,078-743-6956,,34.674217,135.109774,須磨区,駐車場・駐輪場
1238,須磨駅前駐輪場,654-0055,須磨区須磨浦通5-2,,078-735-8070,,34.642734,135.112269,須磨区,駐車場・駐輪場
1239,塩屋駅前駐輪場,655-0872,垂水区塩屋町4-15-7,,078-751-0920,,34.633449,135.080875,垂水区,駐車場・駐輪場
1240,滝の茶屋駅前駐輪場,655-0884,垂水区城が山1-14-1,,078-751-3948,,34.630752,135.070612,垂水区,駐車場・駐輪場
1241,垂水駅前駐輪場（南）,655-0028,垂水区宮本町1-30,,078-708-4719,,34.627502,135.053893,垂水区,駐車場・駐輪場
1242,垂水駅前駐輪場（西）,655-0029,垂水区天ノ下町,,078-706-0622,,34.630207,135.051991,垂水区,駐車場・駐輪場
1243,日向駐輪場,065-5089,垂水区日向1-5,,078-706-6125,,34.630532,135.057088,垂水区,駐車場・駐輪場
1244,神田駐輪場,655-0027,垂水区神田町155-10,,078-706-6103,,34.630402,135.054763,垂水区,駐車場・駐輪場
1245,くがの駐輪場,655-0026,垂水区陸ノ町2-22,,078-706-1439,,34.63101,135.053613,垂水区,駐車場・駐輪場
1246,旭が丘駐輪場,655-0033,垂水区旭が丘1-8-55,,078-706-9159,,34.632629,135.05308,垂水区,駐車場・駐輪場
1247,舞子駅前駐輪場,655-0047,垂水区東舞子町9-8,,078-783-7160,,34.634015,135.03304,垂水区,駐車場・駐輪場
1248,舞子駅北駐輪場,655-0047,垂水区東舞子町,,078-783-1877,,34.632668,135.036542,垂水区,駐車場・駐輪場
1249,学園都市駅前駐輪場,651-2103,西区学園西町1,,078-794-0064,,34.682318,135.057262,西区,駐車場・駐輪場
1250,伊川谷駅前駐輪場,651-2109,西区前開南町1-1-8,,078-975-7184,,34.686831,135.039672,西区,駐車場・駐輪場
1251,西神中央駅前駐輪場（東）,651-2273,西区糀台5-3-3,,078-992-1204,,34.721433,135.018578,西区,駐車場・駐輪場
1252,西神中央駅前駐輪場（西）,651-2274,西区竹の台6-4,,078-992-1205,,34.718661,135.015034,西区,駐車場・駐輪場
1253,西神中央駅前駐輪場（南）,651-2273,西区糀台5-6-1,,078-992-1206,,34.718461,135.018906,西区,駐車場・駐輪場
1254,木幡駅前駐輪場,651-2222,西区押部谷町木津,,078-995-2372,,34.748327,135.07116,西区,駐車場・駐輪場
1255,栄駅前駐輪場,651-2211,西区押部谷町栄,,078-995-2364,,34.75564,135.056502,西区,駐車場・駐輪場
1256,鷹取駅前駐輪場(北）,654-0026,須磨区大池町5,,078-731-2070,,34.652177,135.134228,須磨区,駐車場・駐輪場
1257,須磨海浜公園駅前駐輪場,654-0045,須磨区松風町4,,078-735-8070,,34.647459,135.12696,須磨区,駐車場・駐輪場
1258,西舞子駅前駐輪場,655-0048,垂水区西舞子3-3-15,,,,34.641311,135.026366,垂水区,駐車場・駐輪場
