施設ID,施設名,郵便番号,住所,方書,電話番号,FAX番号,緯度,経度,行政区コード,カテゴリリスト
698,宮本小学校,651-0063,中央区宮本通2-1-36,,078‐221‐1600,078-221-7422,34.70672,135.211776,中央区,小学校
699,春日野小学校,561-0063,中央区宮本通7-1-6,,078‐231‐2461,078‐231‐2462,34.705662,135.206143,中央区,小学校
700,雲中小学校,651-0056,中央区熊内町3-1-7,,078‐231‐3441,078-231-3442,34.706038,135.200242,中央区,小学校
701,中央小学校,651-0067,中央区神若通7-1-1,,078‐231‐2421,078-231-2422,34.701737,135.199727,中央区,小学校
702,こうべ小学校,650-0004,中央区中山手通4-23-2,,078‐221‐2539,078-221-0218,34.69356,135.182473,中央区,小学校
703,山の手小学校,650-0004,中央区中山手通7-31-1,,078‐341‐8911,078-341-8921,34.690705,135.175569,中央区,小学校
704,湊小学校,650-0044,中央区東川崎町1-4-1,,078‐360‐1200,078-360-1201,34.676937,135.180861,中央区,小学校
705,湊川多聞小学校,650-0017,中央区楠町4-2-4,,078‐341‐7124,078-341-7125,34.683647,135.172147,中央区,小学校
706,港島小学校,650-0046,中央区港島中町3-2-3,,078‐302‐1661,078-302-1662,34.669119,135.212266,中央区,小学校
707,平野小学校,652-0014,兵庫区下三条町10-46,,078-521-3801,078-521-380,34.689757,135.166855,兵庫区,小学校
708,湊山小学校,652-0031,兵庫区雪御所町2-1,,078‐521‐3881,078-521-3882,34.689769,135.164942,兵庫区,小学校
709,荒田小学校,652-0032,兵庫区荒田町4-17-1,,078‐511‐3378,078-511-3380,34.684829,135.165041,兵庫区,小学校
714,夢野の丘小学校,652-0042,兵庫区東山町4丁目20,,078-521-7340,078-521-7342,34.681557,135.160434,兵庫区,小学校
715,会下山小学校,652-0046,兵庫区上沢通1-3-26,,078‐577‐1501,078-577-1502,34.67897,135.164967,兵庫区,小学校
716,兵庫大開小学校,652-0803,兵庫区大開通4-1-39,,078‐575‐4773,078-575-4718,34.673604,135.1664,兵庫区,小学校
717,水木小学校,652-0802,兵庫区水木通9-1-8,,078‐575‐8360,078-575-8369,34.670401,135.159325,兵庫区,小学校
718,和田岬小学校,652-0863,兵庫区和田宮通6-1-18,,078‐671‐1105,078-671-4700,34.65515,135.175474,兵庫区,小学校
719,明親小学校,652-0896,兵庫区須佐野通4-1-19,,078‐651‐2855,,34.665141,135.166089,兵庫区,小学校
720,浜山小学校,652-0851,兵庫区材木町4-2,,078-651-3890,078-651-3891,34.657763,135.166211,兵庫区,小学校
721,有馬小学校,651-1401,北区有馬町中畑1274,,078‐904‐0170,078-904-0179,34.800956,135.248461,北区,小学校
722,有野小学校,651-1302,北区藤原台中町3-17-1,,078‐981‐5341,078-981-8748,34.820624,135.21796,北区,小学校
723,藤原台小学校,651-1303,北区藤原台南町1-13-1,,078‐982‐5880,078-982-5881,34.812824,135.208191,北区,小学校
724,西山小学校,651-1305,北区西山1-67,,078‐952‐1800,078-952-1801,34.8389,135.218326,北区,小学校
725,有野台小学校,651-1321,北区有野台2-8,,078‐981‐5111,078-981-5182　,34.812222,135.225874,北区,小学校
726,有野東小学校,651-1321,北区有野台5-2,,078‐982‐3051,078-982-3052,34.813798,135.22991,北区,小学校
727,唐櫃小学校,651-1332,北区唐櫃台2-39-1,,078‐981‐5926,078-981-5017,34.789852,135.213999,北区,小学校
728,大池小学校,651-1201,北区西大池2-24-1,,078‐581‐8032,078-581-8033,34.772193,135.198607,北区,小学校
729,花山小学校,651-1204,北区花山東町3-1,,078‐583‐1120,078-583-6696,34.765282,135.185308,北区,小学校
730,谷上小学校,651-1243,北区山田町下谷上字中上16,,078‐581‐3351,078-581-3352,34.763379,135.169582,北区,小学校
731,箕谷小学校,651-1232,北区松が枝町1-11,,078‐581‐8030,078-581-8031,34.758328,135.149463,北区,小学校
732,桂木小学校,651-1223,北区桂木1-2-5,,078‐582‐4001,078-582-4002　,34.747073,135.144559,北区,小学校
733,広陵小学校,651-1212,北区筑紫が丘2-9-1,,078‐583‐0191,,34.748473,135.165104,北区,小学校
734,筑紫が丘小学校,651-1212,北区筑紫が丘3-4-1,,078‐581‐1006,,34.744296,135.162496,北区,小学校
735,桜の宮小学校,651-1143,北区若葉台1-3-15,,078‐591‐1009,078-591-9111,34.740591,135.154344,北区,小学校
736,甲緑小学校,651-1221,北区緑町7-12-10,,078‐581‐1221,078-581-1222,34.74454,135.150067,北区,小学校
737,山田小学校,651-1253,北区山田町中字長尾サ1,,078‐581‐0055,078-581-0056,34.76558,135.131677,北区,小学校
738,小部東小学校,651-1111,北区鈴蘭台北町7-11-22,,078‐592‐0086,078-593-1006,34.727767,135.157114,北区,小学校
739,小部小学校,651-1111,北区鈴蘭台北町3-8-1,,078‐591‐1761,078-591-1762,34.729667,135.148145,北区,小学校
740,泉台小学校,651-1141,北区泉台3-1-4,,078‐593‐7771,078-593-8671,34.738394,135.137699,北区,小学校
741,鈴蘭台小学校,651-1113,北区鈴蘭台南町2-14-24,,078‐592‐8181,078-592-8182,34.725364,135.140957,北区,小学校
742,北五葉小学校,651-1131,北区北五葉3-7-1,,078‐591‐1196,078-591-1198,34.730583,135.136421,北区,小学校
743,南五葉小学校,651-1132,北区南五葉3-1-1,,078‐591‐1314,078-591-0211,34.722081,135.133599,北区,小学校
744,君影小学校,651-1122,北区君影町1-11-13,,078‐592‐0059,078-592-0099 ,34.714357,135.136146,北区,小学校
745,星和台小学校,651-1121,北区星和台6-21,,078‐593‐8200,078-593-8107 ,34.723903,135.123746,北区,小学校
746,ひよどり台小学校,651-1123,北区ひよどり台3-3,,078‐743‐0062,078-743-0063,34.698223,135.125149,北区,小学校
747,藍那小学校,651-1104,北区山田町藍那字蛇谷1-10,,078‐591‐0367,078-591-0377,34.735252,135.113057,北区,小学校
748,道場小学校,651-1502,北区道場町塩田1460,,078‐985‐4016,078-985-3957,34.869862,135.23228,北区,小学校
749,八多小学校,651-1343,北区八多町附物876,,078‐982‐0048,078-982-7248,34.822448,135.195698,北区,小学校
750,大沢小学校,651-1524,北区大沢町中大沢976,,078‐954‐0310,078-954-0019,34.855076,135.165184,北区,小学校
751,長尾小学校,651-1515,北区上津台3-4-1,,078‐986‐2074,,34.865703,135.194504,北区,小学校
752,鹿の子台小学校,651-1513,北区鹿の子台北町6-34-1,,078‐952‐1720,078-952-1721,34.861015,135.218332,北区,小学校
753,好徳小学校,651-1623,北区淡河町野瀬487,,078‐958‐0004,078-958-0006,34.822456,135.150196,北区,小学校
754,淡河小学校,651-1615,北区淡河町萩原524,,078‐959‐0113,078-959-0114,34.816323,135.102089,北区,小学校
755,室内小学校,653-0803,長田区前原町1-17-1,,078‐691‐0917,078-691-0918,34.673481,135.154359,長田区,小学校
756,名倉小学校,653-0801,長田区房王寺町4-7-15,,078‐691‐6181,078-691-6182,34.679983,135.148132,長田区,小学校
757,雲雀丘小学校,653-0879,長田区雲雀ヶ丘1-1-2,,078‐621‐6021,078-621-6022,34.691218,135.134738,長田区,小学校
758,丸山小学校,653-0875,長田区西丸山町3-2-1,,078‐691‐8552,078-691-8553,34.686433,135.137558,長田区,小学校
759,宮川小学校,653-0812,長田区長田町4-1-1,,078‐631‐2721,078-631-2722,34.672204,135.147306,長田区,小学校
760,池田小学校,653-0824,長田区池田上町19,,078‐691‐1661,078-691-1662,34.668026,135.144943,長田区,小学校
761,蓮池小学校,653-0838,長田区大谷町1-1-10,,078‐691‐4215,078-691-4216,34.66261,135.143138,長田区,小学校
762,長田小学校,653-0862,長田区西山町2-4-1,,078‐631‐2731,078-631-2732,34.672345,135.143002,長田区,小学校
763,五位の池小学校,653-0851,長田区五位ノ池町2-3-1,,078‐631‐2741,078-631-2742,34.666071,135.136352,長田区,小学校
764,御蔵小学校,653-0013,長田区一番町4-1,,078‐575‐2226,078-575-2229,34.665968,135.155181,長田区,小学校
765,真野小学校,653-0032,長田区苅藻通3-4-32,,078‐671‐0190,078-671-7311,34.657002,135.154095,長田区,小学校
766,長田南小学校,653-0836,長田区神楽町1-3-1,,078‐691‐1702,078-691-1722,34.661917,135.14997,長田区,小学校
767,真陽小学校,653-0042,長田区二葉町1-5-5,,078‐611‐0456,078-611-0457,34.65548,135.151293,長田区,小学校
768,駒ケ林小学校,653-0051,長田区野田町6-1-16,,078‐731‐7061,,34.650192,135.14133,長田区,小学校
769,だいち小学校,654-0026,須磨区大池町5-15-1,,078‐739‐1502,078-735-1631,34.65393,135.134486,須磨区,小学校
770,若宮小学校,654-0049,須磨区若宮町2-1-21,,078‐731‐0007,078-731-0025,34.646292,135.131403,須磨区,小学校
771,西須磨小学校,654-0052,須磨区行幸町3-4-18,,078‐731‐0295,078-731-0296,34.646575,135.12036,須磨区,小学校
772,北須磨小学校,654-0067,須磨区離宮西町2-1-1,,078‐731‐8149,078-731-8192,34.652726,135.115292,須磨区,小学校
773,高倉台小学校,654-0081,須磨区高倉台4-1-1,,078‐734‐1766,078-734-1769,34.656266,135.104122,須磨区,小学校
774,多井畑小学校,654-0142,須磨区友が丘3-106,,078‐792‐0450,078-792-0454 ,34.668861,135.094289,須磨区,小学校
775,板宿小学校,654-0008,須磨区菊池町1-1-1,,078‐732‐4055,078-732-4056,34.662899,135.133278,須磨区,小学校
776,東須磨小学校,654-0032,須磨区堀池町1-2-1,,078‐731‐0448,078-731-0449,34.654808,135.127651,須磨区,小学校
777,若草小学校,654-0112,須磨区若草町1-13,,078‐743‐7311,078-743-7312,34.687639,135.114777,須磨区,小学校
778,妙法寺小学校,654-0121,須磨区妙法寺字桜界地106-1,,078‐741‐2559,,34.676166,135.117003,須磨区,小学校
779,横尾小学校,654-0131,須磨区横尾5-3,,078‐743‐4511,078-743-4512,34.67047,135.111689,須磨区,小学校
780,白川小学校,654-0103,須磨区白川台7-3-2,,078‐792‐2619,078‐792‐2602,34.696228,135.100652,須磨区,小学校
781,神の谷小学校,654-0162,須磨区神の谷5-1-1,,078‐791‐8277,078-791-8278,34.688535,135.085439,須磨区,小学校
782,松尾小学校,654-0151,須磨区北落合2-13-1,,078‐791‐8422,078-791-8616,34.686765,135.092228,須磨区,小学校
783,東落合小学校,654-0152,須磨区東落合2-18-1,,078‐793‐1844,078-793-1845,34.685072,135.101357,須磨区,小学校
784,花谷小学校,654-0152,須磨区東落合1-4-1,,078‐791‐8272,078-791-8273,34.680222,135.101516,須磨区,小学校
785,南落合小学校,654-0153,須磨区南落合3-11-1,,078‐792‐5244,078-792-5245,34.676311,135.101469,須磨区,小学校
786,西落合小学校,654-0155,須磨区西落合7-1-3,,078‐792‐5556,078-792-5557,34.681938,135.089234,須磨区,小学校
787,竜が台小学校,654-0141,須磨区竜が台6-15-1,,078‐793‐1833,078-793-1834,34.674541,135.091162,須磨区,小学校
788,菅の台小学校,654-0143,須磨区菅の台4-3-2,,078‐791‐0233,078-791-0234,34.672261,135.083518,須磨区,小学校
789,塩屋北小学校,655-0863,垂水区塩屋北町4-10-1,,078‐752‐7575,078-752-7541,34.64703,135.090654,垂水区,小学校
790,下畑台小学校,655-0854,垂水区桃山台3-20,,078‐752‐6780,078-752-6781,34.65596,135.083159,垂水区,小学校
791,つつじが丘小学校,655-0853,垂水区つつじが丘3-1385-79,,078‐709‐7751,078-709-7752,34.657363,135.078779,垂水区,小学校
792,塩屋小学校,655-0872,垂水区塩屋町3-18-1,,078‐751‐4400,078-751－4401,34.638015,135.081419,垂水区,小学校
793,乙木小学校,655-0874,垂水区美山台2-1-1,,078‐752‐4205,078-751-4397,34.640384,135.071187,垂水区,小学校
794,東垂水小学校,655-0883,垂水区王居殿2-5-25,,078‐751‐2623,078‐751‐2624,34.634843,135.071048,垂水区,小学校
795,名谷小学校,655-0852,垂水区名谷町1896,,078‐707‐2481,078-709-6846,34.66332,135.070986,垂水区,小学校
796,福田小学校,655-0882,垂水区乙木3-3-1,,078‐753‐3515,078-753-3517,34.641201,135.066312,垂水区,小学校
797,高丸小学校,655-0014,垂水区大町2-6-9,,078‐707‐8877,078-707-8878,34.638118,135.061388,垂水区,小学校
798,千鳥が丘小学校,655-0011,垂水区千鳥が丘3-10-37,,078-709-1655,078-709-1656,34.64335,135.058129,垂水区,小学校
799,千代が丘小学校,655-0017,垂水区上高丸1-4-2,,078‐708‐8801,078-708-8802,34.641472,135.051391,垂水区,小学校
800,垂水小学校,655-0893,垂水区日向2-4-6,,078‐707‐6006,078-707-6007,34.631579,135.05588,垂水区,小学校
801,霞ケ丘小学校,655-0039,垂水区霞ヶ丘4-6-16,,078‐706‐0156,078‐706‐0157,34.633373,135.042761,垂水区,小学校
802,東舞子小学校,655-0046,垂水区舞子台4-10-1,,078‐782‐2712,078-782-2713,34.63937,135.0365,垂水区,小学校
803,舞子小学校,655-0048,垂水区西舞子4-7-43,,078‐782‐2332,078-782-2333,34.643808,135.030362,垂水区,小学校
804,西舞子小学校,655-0049,垂水区狩口台3-1-2,,078‐781‐0004,078‐781‐0005,34.649735,135.030737,垂水区,小学校
805,西脇小学校,655-0042,垂水区西脇1-8-6,,078‐781‐9531,078-781-9532,34.655837,135.038475,垂水区,小学校
806,多聞南小学校,655-0006,垂水区本多聞5-2-1,,078‐783‐5877,078-783-6202,34.65288,135.046775,垂水区,小学校
807,多聞東小学校,655-0004,垂水区学が丘4-1-1,,078‐783‐5868,078-783-6116,34.658574,135.055252,垂水区,小学校
808,小束山小学校,655-0002,垂水区小束山7-868-362,,078‐784‐2656,078-784-2657,34.666492,135.061268,垂水区,小学校
809,本多聞小学校,655-0006,垂水区本多聞4-4-1,,078‐784‐4477,078‐784‐4478,34.658082,135.048074,垂水区,小学校
810,多聞台小学校,655-0007,垂水区多聞台3-9-29,,078‐782‐0375,078-782-0376,34.662281,135.040111,垂水区,小学校
811,神陵台小学校,655-0041,垂水区神陵台3-1-1,,078‐781‐3843,078-781-3919,34.659887,135.034031,垂水区,小学校
812,東町小学校,651-2102,西区学園東町5-5,,078‐794‐4000,078-794-4004,34.685039,135.06471,西区,小学校
813,小寺小学校,651-2103,西区学園西町5-5,,078‐791‐2950,078‐791‐2951,34.68374,135.054609,西区,小学校
814,長坂小学校,651-2104,西区伊川谷町長坂字重塚910-1,,078‐974‐2333,078-974－2501,34.66908,135.037469,西区,小学校
815,有瀬小学校,651-2113,西区伊川谷町有瀬字金井場1137-1,,078-974-2709,078-974-2710,34.664135,135.018668,西区,小学校
816,太山寺小学校,651-2108,西区伊川谷町前開860,,078‐974‐0007,078-974-2199,34.696255,135.055348,西区,小学校
817,井吹東小学校,651-2242,西区井吹台東町5-32,,078‐997‐0820,078‐997‐0821,34.704199,135.037864,西区,小学校
818,井吹西小学校,651-2243,西区井吹台西町4-3,,078‐997‐0114,078-997-0136,34.693534,135.022924,西区,小学校
819,伊川谷小学校,651-2117,西区北別府3-3-1,,078‐974‐0006,078-974-3980,34.671968,135.012426,西区,小学校
820,櫨谷小学校,651-2234,西区櫨谷町池谷字山の谷203-2,,078-991-0004,078-991-1359,34.710115,135.025535,西区,小学校
821,糀台小学校,651-2273,西区糀台3-32-1,,078‐991‐1635,078-991-1636,34.719752,135.023433,西区,小学校
822,狩場台小学校,651-2272,西区狩場台3-6-1,,078‐991‐3415,078-991-3416,34.722791,135.032394,西区,小学校
823,竹の台小学校,651-2274,西区竹の台2-10-2,,078‐991‐4471,078-991-4472,34.712947,135.012582,西区,小学校
824,樫野台小学校,651-2275,西区樫野台3-3-1,,078‐992‐2500,078-992-2501,34.706392,135.002047,西区,小学校
825,木津小学校,651-2225,西区桜が丘東町5-149-31,,078‐994‐0003,078-994-0071,34.742875,135.065369,西区,小学校
826,桜が丘小学校,651-2226,西区桜が丘中町3-3-2,,078‐994‐8010,078-994-8011,34.745138,135.058289,西区,小学校
827,押部谷小学校,651-2213,西区押部谷町福住字四十代552-3,,078‐994‐0002,078-994-0079,34.755663,135.037726,西区,小学校
828,月が丘小学校,651-2217,西区月が丘7-2,,078‐995‐3171,078-995-3172,34.759351,135.049128,西区,小学校
829,北山小学校,651-2215,西区北山台3-26-1,,078‐994‐8020,078‐994‐8021,34.762735,135.031387,西区,小学校
830,高和小学校,651-2204,西区押部谷町高和字溝田565,,078‐994‐0004,078-994-2491,34.74112,135.012816,西区,小学校
831,高津橋小学校,651-2122,西区玉津町高津橋字池ノ内640-1,,078‐917‐6501,078-917-6502,34.670382,134.995244,西区,小学校
832,玉津第一小学校,651-2144,西区小山1-4-1,,078‐928‐3790,078-928-3765,34.684794,134.987832,西区,小学校
833,枝吉小学校,651-2133,西区枝吉2-95,,078‐928‐0880,078‐928‐0881,34.664769,134.977866,西区,小学校
834,出合小学校,651-2136,西区中野1-22-1,,078‐928‐5516,078‐928‐5517,34.677406,134.972675,西区,小学校
835,美賀多台小学校,651-2277,西区美賀多台6-1,,078‐991‐7659,078-991-7661,34.719749,135.005738,西区,小学校
836,春日台小学校,651-2276,西区春日台4-1,,078‐961‐0251,078‐961‐0252,34.708842,134.995658,西区,小学校
837,平野小学校,651-2265,西区平野町宮前301,,078‐961‐0011,078-961-0026,34.706222,134.982021,西区,小学校
838,神出小学校,651-2313,西区神出町田井444,,078‐965‐0006,078-965-3344,34.747371,134.987736,西区,小学校
839,岩岡小学校,651-2404,西区岩岡町古郷267,,078‐967‐0013,078-967-2110,34.71823,134.944293,西区,小学校
840,本庄中学校,658-0027,東灘区青木4-4-2,,078‐411‐2261,078-411-2262,34.720506,135.287453,東灘区,中学校
841,魚崎中学校,658-0025,東灘区魚崎南町1-2-1,,078‐411‐1631,078-411-1632,34.712951,135.279343,東灘区,中学校
842,本山南中学校,658-0081,東灘区田中町4-12-1,,078‐412‐2033,078-412-2034,34.722997,135.270485,東灘区,中学校
843,本山中学校,658-0072,東灘区岡本3-3-1,,078‐411‐3742,078-411-3743,34.725541,135.270849,東灘区,中学校
844,住吉中学校,658-0063,東灘区住吉山手1-11-1,,078‐851‐3752,078-851-3225,34.725885,135.258666,東灘区,中学校
845,御影中学校,658-0054,東灘区御影中町5-1-1,,078-841-2541,078-841-2542,34.716059,135.253072,東灘区,中学校
846,向洋中学校,658-0032,東灘区向洋町中2,,078-857-2481,078-857-2482,34.69018,135.274358,東灘区,中学校
847,鷹匠中学校,657-0025,灘区高徳町2-2-19,,078‐841‐0041,078-841-0042,34.720378,135.243923,灘区,中学校
848,烏帽子中学校,657-0042,灘区烏帽子町1-2-1,,078‐851‐5777,078-851-5778,34.710657,135.237657,灘区,中学校
849,原田中学校,657-0842,灘区船寺通2-4-1,,078‐861‐0431,078‐861‐0432,34.707954,135.228747,灘区,中学校
850,長峰中学校,657-0811,灘区長峰台2-2-1,,078‐861‐3781,078‐861‐3782,34.724713,135.222447,灘区,中学校
851,上野中学校,657-0816,灘区国玉通1-1-1,,078‐871‐9681,078‐871‐9682,34.71939,135.222843,灘区,中学校
852,筒井台中学校,651-0054,中央区野崎通1-1-3,,078‐241‐3201,078-241-3202,34.709315,135.21007,中央区,中学校
853,渚中学校,651-0073,中央区脇浜海岸通2-1-1,,078‐242‐4501,078‐242‐4502,34.700463,135.217398,中央区,中学校
854,葺合中学校,651-0056,中央区熊内町1-4-28,,078‐241‐0444,078‐241‐0445,34.706848,135.203257,中央区,中学校
855,布引中学校,651-0056,中央区熊内町6-7-1,,078‐241‐0010,078‐241‐0011,34.709456,135.199274,中央区,中学校
856,神戸生田中学校,650-0012,中央区北長狭通4-10-1,,078‐334‐1850,078‐334‐1851,34.6903,135.185376,中央区,中学校
858,港島中学校,650-0046,中央区港島中町3-2-2,,078‐302‐1771,078‐302‐1772,34.669658,135.214102,中央区,中学校
859,湊翔楠中学校,650-0017,中央区楠町4-2-5,,078-351-2152,078-351-2153,34.687869,135.167263,兵庫区,中学校
860,夢野中学校,652-0057,兵庫区鵯越町10-1,,078‐511‐5555,078‐511‐5556,34.684822,135.153554,兵庫区,中学校
861,湊川中学校,652-0045,兵庫区松本通1-1-1,,078‐521‐4874,078-521-4875,34.679953,135.16413,兵庫区,中学校
862,兵庫中学校,652-0816,兵庫区永沢町4-3-36,,078‐577‐0744,078‐577‐0745,34.673382,135.170188,兵庫区,中学校
863,兵庫中学校北分校,652-0816,兵庫区永沢町4-3-18(兵庫中学校内),,078-577-4390,078-577-4399,34.673151,135.16925,兵庫区,中学校
864,須佐野中学校,652-0881,兵庫区松原通1-1-44,,078‐671‐4261,078-671-4262,34.66446,135.169744,兵庫区,中学校
865,吉田中学校,652-0872,兵庫区吉田町1-5-1,,078‐681‐3545,078‐681‐3546,34.652542,135.17128,兵庫区,中学校
866,有馬中学校,651-1321,北区有野台7-18,,078‐981‐5101,078-981-5548,34.80952,135.225866,北区,中学校
867,有野中学校,651-1302,北区藤原台中町5-2-1,,078‐982‐2700,078-982-2701,34.822118,135.214016,北区,中学校
868,有野北中学校,651-1301,北区藤原台北町6-4-1,,078-987-3057,078-987-2677,34.829878,135.223281,北区,中学校
869,唐櫃中学校,651-1332,北区唐櫃台4-36-1,,078‐982‐6461,078-982-6462,34.784944,135.211694,北区,中学校
870,大池中学校,651-1201,北区西大池2-24-3,,078‐581‐8034,078‐581‐8035,34.772184,135.195785,北区,中学校
871,山田中学校,651-1243,北区山田町下谷上字宮ノ前15,,078‐581‐1068,078-581-1069,34.76313,135.156531,北区,中学校
872,広陵中学校,651-1211,北区小倉台5-1-1,,078‐583‐1313,078-583-1314,34.749522,135.169861,北区,中学校
873,桜の宮中学校,561-1144,北区大脇台6-1,,078‐593‐8001,078-593-8002,34.738122,135.159858,北区,中学校
874,小部中学校,651-1101,北区山田町小部字向井谷23-1,,078‐592‐1177,078‐592‐1178,34.730447,135.155214,北区,中学校
875,大原中学校,651-1222,北区大原1-19,,078‐581‐6661,078‐581‐6662,34.745875,135.143814,北区,中学校
876,鈴蘭台中学校,651-1131,北区北五葉2-10-32,,078‐591‐4521,078‐591‐4523,34.729314,135.132713,北区,中学校
877,星和台中学校,651-1121,北区星和台1-6,,078‐593‐8400,078-593-8302,34.719119,135.128611,北区,中学校
878,鵯台中学校,651-1123,北区ひよどり台1-15-31,,078‐743‐0072,078‐743‐0073,34.694189,135.119535,北区,中学校
879,北神戸中学校,651-1513,北区鹿の子台北町2-8-1,,078‐951‐0821,078-952-0824,34.862956,135.222784,北区,中学校
880,八多中学校,651-1343,北区八多町附物876,,078‐982‐0049,078‐982‐0053,34.822296,135.195315,北区,中学校
881,大沢中学校,651-1524,北区大沢町中大沢976,,078‐954‐0142, 078-954-0024,34.855076,135.165184,北区,中学校
882,淡河中学校,651-1613,北区淡河町行原字中沢179-2,,078‐958‐0301,078‐958‐0304,34.819545,135.12405,北区,中学校
883,雲雀丘中学校,653-0879,長田区雲雀ヶ丘1-1-1,,078‐631‐8748,078-631-8749,34.691546,135.134299,長田区,中学校
884,丸山中学校,653-0806,長田区大丸町2-17-1,,078‐691‐0005,078-691-0007,34.678014,135.148779,長田区,中学校
885,丸山中学校西野分校,654-0022,須磨区須磨区大黒町5-1-1(太田中学校内),,078-736-2521,078-736-2541,34.657016,135.132775,須磨区,中学校
886,西代中学校,653-0827,長田区上池田2-4-1,,078‐691‐1521,078‐691‐1522,34.66826,135.13976,長田区,中学校
887,高取台中学校,653-0856,長田区高取山町1-1-1,,078‐611‐6325,078-611-6326,34.671381,135.137238,長田区,中学校
888,長田中学校,653-0025,長田区真野町8-1,,078‐671‐3757,078‐671‐3758,34.661323,135.153197,長田区,中学校
889,駒ケ林中学校,653-0038,長田区若松町7-1-23,,078‐611‐0082,078-611-0083,34.655138,135.143463,長田区,中学校
890,太田中学校,654-0022,須磨区大黒町5-1-1,,078‐732‐0854,078‐732‐0855,34.657683,135.132892,須磨区,中学校
891,鷹取中学校,654-0038,須磨区青葉町3-1-1,,078‐731‐0066,078-731-4778,34.647947,135.132606,須磨区,中学校
892,飛松中学校,654-0013,須磨区大手町8-4-25,,078‐731‐9494,078‐731‐9495,34.658277,135.125737,須磨区,中学校
893,高倉中学校,654-0081,須磨区高倉台1-8-1,,078‐733‐1140,078‐733‐1173,34.653658,135.107439,須磨区,中学校
894,横尾中学校,654-0131,須磨区横尾2-1-2,,078‐743‐7322,078-743-7323,34.672837,135.115954,須磨区,中学校
