施設ID,施設名,郵便番号,住所,方書,電話番号,FAX番号,緯度,経度,行政区コード,カテゴリリスト
2594,兵庫労働局,650-0044,中央区東川崎町1-1-3,神戸クリスタルタワー14・15・16・17階,078-367-9000,078-367-8551,34.680637,135.17999,中央区,その他の官公庁
2595,西宮労働基準監督署（東灘区）,662-0942,西宮市浜町7-35,西宮地方合同庁舎内,0798-26-3733,0798-26-3799,34.725611,135.336965,東灘区,その他の官公庁
2596,神戸東労働基準監督署（灘・中央区）,650-0042,神戸市中央区海岸通29,神戸地方合同庁舎3階,078-332-5353,078-332-5918,34.685802,135.191461,中央区,その他の官公庁
2597,神戸西労働基準監督署（兵庫・北・長田・須磨・垂水・西区）,652-0802,兵庫区水木通10-1-5,,078-576-1831,078-575-0275,34.669773,135.158836,兵庫区,その他の官公庁
3070,兵庫県神戸総合庁舎,650-0004,中央区中山手通6-1-1,,078-361-8614,078-361-8631,34.690921,135.182948,中央区,その他の官公庁
3071,兵庫県西神戸庁舎,653-0055,神戸市長田区浪松町3-2-5,,078-737-2371,078-736-0157,34.649547,135.135717,長田区,その他の官公庁
3072,兵庫県公館,650-0011,中央区下山手通4-4-1,,078-362-3823,078-362-4468,34.690847,135.184426,中央区,その他の官公庁
3073,神戸県税事務所自動車取得税審査課,658-0024,東灘区魚崎浜町33,,078-441-0305,,34.707443,135.280968,東灘区,その他の官公庁
3074,西神戸県税事務所軽自動車取得税審査課,651-2145,西区玉津町居住字孫田67-4,,078-927-7700,,34.685214,134.98101,西区,その他の官公庁
3079,兵庫県立生活科学総合センター（＝兵庫県立生活科学研究所）,650-0046,神戸市中央区港島中町4-2,,078-302-4000（代表),,34.67173,135.20793,中央区,その他の官公庁
3080,兵庫県住宅供給公社神戸事務所,650-0011,神戸市中央区下山手通4-18-2,兵庫県公社館内,078-232-9511,,34.692671,135.183843,中央区,その他の官公庁
3081,明石運転免許更新センター,673-0842,明石市荷山町1649-2,,078-912-7061,,34.659053,135.01005,市外,その他の官公庁
3082,神戸運転免許更新センター,650-0011,神戸市中央区下山手通5-6-21,,078-351-7201,078-351-7204,34.690027,135.182937,中央区,その他の官公庁
3083,神戸地方合同庁舎,650-0024,神戸市中央区海岸通29,,,,34.686614,135.194748,中央区,その他の官公庁
3084,神戸第２地方合同庁舎,650-0042,神戸市中央区波止場町1-1,,078-391-6556,,34.685789,135.19222,中央区,その他の官公庁
3085,ハローワーク灘,657-0833,神戸市灘区大内通5-2-2,,078-861-8609,078-861-8001,34.710395,135.222444,灘区,その他の官公庁
3086,ハローワーク神戸,650-0025,神戸市中央区相生町1-3-1,,078-362-8609,078-362-2027,34.681598,135.179824,中央区,その他の官公庁
3087,ハローワーク神戸 三田出張所,669-1531,三田市天神1-5-25,,079-563-8609,079-563-8907,34.890174,135.219707,市外,その他の官公庁
3088,ハローワーク西神,651-2273,神戸市西区糀台5-3-8,,078-991-1100,078-991-7244,34.721635,135.018606,西区,その他の官公庁
3089,ハローワーク明石,673-0891,明石市大明石町2-3-37,,078-912-2277,078-912-2297,34.649184,134.987705,市外,その他の官公庁
3090,"ハローワークプラザ三宮
（ハローワーク灘　三宮庁舎）",651-0088,神戸市中央区小野柄通7-1-1,日本生命三宮駅前ビル１Ｆ,078-231-8609,078-231-8610,34.693366,135.196428,中央区,その他の官公庁
3105,神戸市立海外移住と文化の交流センター,650-0003,神戸市中央区山本通3-19-8,,078-272-2362,078-272-2210,34.697404,135.184662,中央区,その他の官公庁
3107,兵庫県立六甲山自然保護センター,657-0101,神戸市灘区六甲山町北六甲,,078-891-0616,078-891-0616,34.765464,135.238678,灘区,その他の官公庁
3108,兵庫県立六甲山ガイドハウス,657-0101,神戸市灘区六甲山町北六甲4512-92,,078-891-0808,078-891-0808,34.75684,135.230407,灘区,その他の官公庁
3111,神戸国際会館,651-0087,神戸市中央区御幸通8-1-6,,078-231-8161,,34.69205,135.195828,中央区,その他の官公庁
3112,兵庫県民会館,650-0011,神戸市中央区下山手通4-16-3,,078-321-2131,078-321-2138,34.691844,135.185145,中央区,その他の官公庁
3113,兵庫県立ひょうご女性交流館,650-0011,神戸市中央区下山手通4-18-1,県公社館東隣,078-221-8031,078-221-8032,34.692919,135.184354,中央区,その他の官公庁
3114,神戸市シルバーカレッジ,651-1102,神戸市北区山田町下谷上字中一里山14-1,しあわせの村内,078-743-8100,078-743-8103,34.707519,135.115356,北区,その他の官公庁
3115,兵庫県立神戸生活創造センター,650-0044,神戸市中央区東川崎町1-1-3,神戸クリスタルタワー内,078-360-8530,078-360-8536,34.681098,135.180191,中央区,その他の官公庁
3116,兵庫県立産業会館,650-0004,神戸市中央区中山手通7-28-33,,078-361-8002,,34.689472,135.176421,兵庫区,その他の官公庁
3117,兵庫楽農生活センター,651-2304,神戸市西区神出町小束野30-17,,078-965-2651,078-965-2653,34.759406,134.993391,西区,その他の官公庁
3118,ひょうごボランタリープラザ,650-0044,神戸市中央区東川崎町1-1-3,神戸クリスタルタワー6Ｆ,078-360-8845,078-360-8848,34.681098,135.180191,中央区,その他の官公庁
3119,神戸市防災コミュニティセンター（長田消防署4階）,653-0016,神戸市長田区北町3-4-8,神戸市長田消防署4F,078-578-0190,,34.666085,135.150412,長田区,その他の官公庁
3120,ひょうごエコプラザ,654-0037,神戸市須磨区行平町3-1-31,（公財）ひょうご環境創造協会6階,078-735-4100,078-735-7222 ,34.681098,135.180191,中央区,その他の官公庁
144,独立行政法人国立病院機構 神戸医療センター,654-0155,神戸市須磨区西落合3-1-1,,078-791-0111,078-791-5213,34.68037,135.084484,須磨区,病院・休日急病診療所
183,兵庫県立光風病院,651-1242,北区山田町上谷上字登り尾3,,078-581-1013,078-583-3797,34.764646,135.17088,北区,病院・休日急病診療所
203,独立行政法人労働者健康福祉機構 神戸労災病院,651-0053,中央区籠池通4-1-23,,078-231-5901,078-242-5316,34.710581,135.207054,中央区,病院・休日急病診療所
204,先端医療センター,650-0047,中央区港島南街2-2(先端医療センター2階),,078-304-5200,078-304-5990,34.658611,135.215588,中央区,病院・休日急病診療所
207,神戸大学医学部附属病院,650-0017,中央区楠町7-5-2,,078-382-5111,078-382-5161,34.685789,135.171016,中央区,病院・休日急病診療所
3006,神戸市医師会急病診療所,650-0016,中央区橘通4-1-20,,078-341-2313,,34.68131,135.173247,中央区,病院・休日急病診療所
3007,健康ライフプラザ,652-0897,兵庫区駅南通5-1-2-300,,078-652-5207,078-652-5211,34.667376,135.164567,兵庫区,病院・休日急病診療所
3009,兵庫県立こども病院,654-0081,須磨区高倉台1-1-1,,078-732-6961,,34.655027,135.110958,須磨区,病院・休日急病診療所
3016,兵庫県立総合リハビリテーションセンターリハビリテーション中央病院,651-2134,西区曙町1070,,078-927-2727,,34.670603,134.976472,西区,病院・休日急病診療所
3024,社団法人神戸市医師会小児科休日急病診療所,651-2103,西区学園西町4-2,,078-795-4915,,34.68417,135.04861,西区,病院・休日急病診療所
