施設ID,施設名,郵便番号,住所,方書,電話番号,FAX番号,緯度,経度,行政区コード,カテゴリリスト
1283,たるみ障害者地域生活支援センター,655-0006,垂水区本多聞7-2-3,西部在宅障害者福祉センター3階,078-782-6661,078-786-0210,34.65131,135.044061,垂水区,障害のある人のための施設
1284,たるみみなみ障害者地域生活支援センター,655-0893,垂水区日向2-2-4,垂水日向ビル3階302号,078-704-3340,078-704-4040,34.630926,135.056675,垂水区,障害のある人のための施設
1285,にし障害者地域生活支援センター,651-2271,西区糀台5-6-1,西区民センタービル5階,078-996-9820,078-996-9821,34.718461,135.018906,西区,障害のある人のための施設
1286,たまつあけぼの障害者地域生活支援センター,651-2134,西区曙町1070,総合リハビリテーションセンター内,078-927-4171,078-927-4172,34.671029,134.977561,西区,障害のある人のための施設
1287,神戸市総合療育センター,653-0875,長田区丸山町2-3-50,,078-646-5291,078-646-5289,34.683241,135.140221,長田区,障害のある人のための施設
1288,総合福祉センター,650-0016,中央区橘通3-4-1,,078-351-1464,078-382-0690,34.681164,135.174367,中央区,障害のある人のための施設
1289,障害者更生相談所,652-0802,兵庫区水木通2-1-10,心身障害福祉センター内,078-512-4453,078-577-6510,34.675314,135.167295,兵庫区,障害のある人のための施設
1290,兵庫県立聴覚障害者情報センター,657-0832,灘区岸地通1-1-1,灘区民ホール2階,078-805-4175,078-805-4192,34.713581,135.228147,灘区,障害のある人のための施設
1291,こうべ市民福祉交流センター,651-0086,中央区磯上通3-1-32,,078-271-5314,078-271-5366,34.69283,135.20178,中央区,障害のある人のための施設
1292,こうべ市民福祉交流センター市民福祉大学,651-0086,中央区磯上通3-1-32,,078-271-5300,078-271-5365,34.69283,135.20178,中央区,障害のある人のための施設
1293,こうべ市民福祉交流センターオージースポーツ神戸福祉スポーツセンター,651-0086,中央区磯上通3-1-32,,078-271-5332,078-271-5373,34.69283,135.20178,中央区,障害のある人のための施設
1294,こうべ市民福祉交流センター中央在宅福祉センター,651-0086,中央区磯上通3-1-32,,078-271-1294,078-271-5369,34.69283,135.20178,中央区,障害のある人のための施設
1295,こうべ市民福祉交流センターボランティア情報センター,651-0086,中央区磯上通3-1-32,こうべ市民福祉交流センター内,078-575-1374,078-575-1785,34.69283,135.20178,中央区,障害のある人のための施設
1296,こうべ市歯科センター,653-0042,長田区二葉町5-1-1-201,アスタくにづか5番館2階,078-612-8020,078-612-8021,34.652421,135.14806,長田区,障害のある人のための施設
1297,障害者就労推進センター,652-0897,兵庫区駅南通5-1-1,中部住宅障害者福祉センター内,078-672-6480,078-672-6486,34.66804,135.16553,兵庫区,障害のある人のための施設
1298,北部地域障害者就労推進センター,651-1313,北区有野中町1-3-8,,078-982-9598,078-982-9596,34.818107,135.221615,北区,障害のある人のための施設
1299,点字図書館,650-0016,中央区橘通3-4-1,総合福祉センター内,078-351-0942,078-351-4781,34.681164,135.174367,中央区,障害のある人のための施設
1300,東部在宅障害者福祉センター,657-0846,灘区岩屋北町6-1-4,,078-882-5234,078-882-5297,34.706346,135.218098,灘区,障害のある人のための施設
1301,中部在宅障害者福祉センター,652-0897,兵庫区駅南通5-1-1,,078-672-6492,078-672-6490,34.66804,135.16553,兵庫区,障害のある人のための施設
1302,西部在宅障害者福祉センター,655-0006,垂水区本多聞7-2-3,,078-787-5715,078-786-0210,34.65131,135.044061,垂水区,障害のある人のための施設
1303,王子スポーツセンター身体障害者体育館,657-0805,灘区青谷町1-1,,078-802-0223,078-861-5628,34.711292,135.2125,灘区,障害のある人のための施設
1304,心身障害福祉センター体育室,652-0802,兵庫区水木通2-1-10,,078-577-6505,078-577-6211,34.674937,135.16723,兵庫区,障害のある人のための施設
1305,重障児中部いこいの家,652-0802,兵庫区水木通2-1-10,心身障害福祉センター内,078-577-6530,078-577-1430,34.674937,135.16723,兵庫区,障害のある人のための施設
1307,神戸市　障害者支援施設さざんか療護園,651-2244,西区井吹台北町5丁目2,,078-991-5586,078-991-5587,34.711927,135.041966,西区,障害のある人のための施設
1311,神戸市　神戸市立和光園,654-0006,須磨区養老町1-8-30,,078-731-0383,078-739-6174,,,,
3075,兵庫県立身体障害者更生相談所,651-2134,神戸市西区曙町1070,,078-927-2727,078-927-2745,34.67051,134.97748,西区,障害のある人のための施設
3076,兵庫県立知的障害者更生相談所,651-0062,兵庫県神戸市中央区坂口通2-1-1,兵庫県福祉センター３Ｆ,078-242-0737,078-242-0736,34.707937,135.210848,中央区,障害のある人のための施設
3077,兵庫県立精神保健福祉センター（兵庫県こころのケアセンター）,651-0073,神戸市中央区脇浜海岸通1-3-2,,078-252-4980,078-252-4981,34.695647,135.212437,中央区,障害のある人のための施設
3078,兵庫県立特別支援教育センター（兵庫県福祉センター内）,651-0062,兵庫県神戸市中央区坂口通2-1-1,兵庫県福祉センター3Ｆ,078-222-3604,078-222-3604,34.707937,135.210848,中央区,障害のある人のための施設
3091,兵庫障害者職業センター,657-0833,神戸市灘区大内通5-2-2,,078-881-6776,078-881-6596,34.710395,135.222444,灘区,障害のある人のための施設
3092,神戸市東部地域障害者就労推進センター,657-0834,神戸市灘区泉通5-5-13,,078-891-3890,078-891-3891,34.710406,135.223771,灘区,障害のある人のための施設
3093,神戸市西部地域障害者就労支援推進センター,655-0893,神戸市垂水区日向2丁目2-4,垂水日向ビル3階302号,078-708-2861,078-704-4040,34.631041,135.05668,垂水区,障害のある人のための施設
3094,いたやど障害者地域生活支援センター,654-0023,神戸市須磨区戎町3-5-1,,078-731-5277,078-731-5288,34.65881,135.1352,須磨区,障害のある人のための施設
3095,発達障害者東部相談窓口,657-0846,神戸市灘区岩屋北町6-1-4,東部在宅障害者福祉センター２Ｆ,078-882-0010,078-882-7014,34.70566,135.216834,灘区,障害のある人のための施設
3096,発達障害者中部相談窓口,652-0897,神戸市兵庫区駅南通5-1-1,神戸市立中部在宅障害者福祉センター３Ｆ,078-672-6497,078-686-1732,34.668043,135.165528,兵庫区,障害のある人のための施設
3097,発達障害者北部相談窓口,651-1245,神戸市北区谷上東町8-21,シャトーノールデュー２、１Ｆ,078-907-6117,078-582-4432,34.762885,135.172237,北区,障害のある人のための施設
3098,発達障害者西部相談窓口,655-0893,神戸市垂水区日向2-2-4,垂水日向ビル3階302号,078-708-6078,078-704-4040,34.630977,135.056648,垂水区,障害のある人のための施設
3099,ひきこもり地域支援センター,652-0805,神戸市兵庫区羽坂通4-2-22,,078-945-8079,078-945-8079,34.66964,135.164533,兵庫区,障害のある人のための施設
3100,兵庫県福祉センター,651-0062,神戸市中央区坂口通2-1-1,,078-242-4633,078-242-4153,34.707937,135.210848,中央区,障害のある人のための施設
3101,兵庫県こころのケアセンター,651-0073,神戸市中央区脇浜海岸通1-3-2,,078-200-3010,078-200-3017,34.695647,135.212437,中央区,障害のある人のための施設
3102,兵庫県点字図書館,651-0062,神戸市中央区坂口通2-1-1,兵庫県福祉センター２Ｆ,078-221-4400,078-221-8924,34.707937,135.210848,中央区,障害のある人のための施設
3103,兵庫県立総合リハビリテーションセンター能力開発施設,651-2134,神戸市西区曙町1070,,078-927-2727（代表）,078-928-9223,34.67051,134.97748,西区,障害のある人のための施設
3104,国立障害者リハビリテーションセンター　自立支援局神戸視力障害センター（国立神戸視力障害センター）,651-2134,神戸市西区曙町1070,,078-923-4670,078-928-4122,34.67051,134.97748,西区,障害のある人のための施設
3122,兵庫県立障害者スポーツ交流館,651-2134,神戸市西区曙町1070,,078-927-2727（代）,078-927-8022,34.67051,134.97748,西区,障害のある人のための施設
