施設ID,施設名,郵便番号,住所,方書,電話番号,FAX番号,緯度,経度,行政区コード,カテゴリリスト
2344,ひよどり地域福祉センター,652-0058,兵庫区菊水町10-12-1,,078-521-6914,,34.681019,135.153392,兵庫区,市民活動
2345,中道地域福祉センター,652-0801,兵庫区中道通4-2-8,,078-575-1118,,34.674866,135.164102,兵庫区,市民活動
2346,熊野地域福祉センター,652-0064,兵庫区熊野町3-12-18,,078-531-7520,,34.686436,135.158277,兵庫区,市民活動
2347,夢野地区地域福祉センター,652-0041,兵庫区湊川町7-6-5,,078-521-8927,,34.683111,135.1585,兵庫区,市民活動
2348,水木地域福祉センター,652-0898,兵庫区駅前通3-2-26,,078-578-4007,,34.668135,135.160898,兵庫区,市民活動
2349,明親地域福祉センター,652-0896,兵庫区須佐野通4-1-43,,078-672-1416,,34.664843,135.166372,兵庫区,市民活動
2350,菊水地域福祉センター,652-0058,兵庫区菊水町2-1-2,,078-521-6953,,34.685739,135.163628,兵庫区,市民活動
2351,荒田地域福祉センター,652-0032,兵庫区荒田町2-19-1,,078-575-7056,,34.681539,135.166952,兵庫区,市民活動
2352,兵庫大開地域福祉センター,652-0816,兵庫区永沢町4-4-28,,078-578-1841,,34.674293,135.169953,兵庫区,市民活動
2353,小部地域福祉センター,651-1111,北区鈴蘭台北町4-9-9,,078-591-7552,,34.727853,135.149103,北区,市民活動
2354,有馬地域福祉センター,651-1401,北区有馬町241-3,,078-903-2900,,34.80023,135.247546,北区,市民活動
2355,花山地域福祉センター,651-1204,北区花山東町3-3,,078-583-0583,,34.764793,135.187531,北区,市民活動
2356,有野台地域福祉センター,651-1321,北区有野台2-1,,078-982-9299,,34.811687,135.228012,北区,市民活動
2357,有野台第2地域福祉センター,651-1321,北区有野台6-22-1,,078-987-3830,,34.81182,135.2331,北区,市民活動
2358,大沢地域福祉センター,651-1524,北区大沢町中大沢996-1,,078-954-0308,,34.854551,135.166428,北区,市民活動
2359,泉台地域福祉センター,651-1141,北区泉台3-13-1,,078-592-5730,,34.741621,135.140962,北区,市民活動
2360,君影地域福祉センター,651-1122,北区君影町1-2-10,,078-594-1333,,34.715393,135.135843,北区,市民活動
2361,小部東地域福祉センター,651-1112,北区鈴蘭台東町6-2-6,,078-594-0500,,34.722621,135.151811,北区,市民活動
2362,鈴蘭台地域福祉センター,651-1113,北区鈴蘭台南町2-14-24,,078-595-0272,,34.725364,135.140957,北区,市民活動
2363,長尾地域福祉センター,651-1512,北区長尾町上津194-1,,078-986-7001,,34.872195,135.203545,北区,市民活動
2364,筑紫が丘地域福祉センター,651-1212,北区筑紫が丘3-2-9,,078-582-2337,,34.746154,135.163443,北区,市民活動
2365,唐櫃地域福祉センター,651-1332,北区唐櫃台3-27-1,,078-981-7855,,34.788597,135.214738,北区,市民活動
2366,箕谷地域福祉センター,651-1221,北区緑町4-6-3,,078-583-6347,,34.7524,135.150968,北区,市民活動
2367,南五葉地域福祉センター,651-1132,北区南五葉5-1-1,,078-591-4248,,34.723014,135.136676,北区,市民活動
2368,桜の宮地域福祉センター,651-1142,北区甲栄台2-2-20,,078-594-2049,,34.742141,135.149056,北区,市民活動
2369,八多地域福祉センター,651-1343,北区八多町附物393-1,,078-982-0514,,34.821632,135.197226,北区,市民活動
2370,道場地域福祉センター,651-1502,北区道場町塩田1439-3,,078-985-1028,,34.867331,135.230822,北区,市民活動
2371,大池地域福祉センター,651-1333,北区東大池2-3-13,,078-987-1026,,34.780345,135.199642,北区,市民活動
2372,藤原台地域福祉センター,651-1302,北区藤原台中町7-14-16,,078-987-0124,,34.813869,135.215313,北区,市民活動
2373,有野地域福祉センター,651-1313,北区有野中町2-20-19,,078-987-0294,,34.82637,135.224628,北区,市民活動
2374,北五葉地域福祉センター,651-1131,北区北五葉3-7-1,,078-593-8526,,34.730583,135.136421,北区,市民活動
2375,淡河地域福祉センター,651-1615,北区淡河町萩原323,,078-959-0668,,34.812896,135.104239,北区,市民活動
2376,ひよどり台地域福祉センター,651-1123,北区ひよどり台3-8,,078-741-6658,,34.697487,135.122114,北区,市民活動
2377,星和台鳴子地域福祉センター,651-1133,北区鳴子2-11-1,,078-594-7516,,34.721678,135.126211,北区,市民活動
2378,鹿の子台地域福祉センター,651-1513,北区鹿の子台北町6-34-3,,078-952-0106,,34.862029,135.218254,北区,市民活動
2379,山田地域福祉センター,651-1254,北区山田町福地18-3,,078-582-0087,,34.767383,135.130873,北区,市民活動
2380,上淡河地域福祉センター,651-1623,北区淡河町野瀬459-2,,078-958-0668,,34.822076,135.151166,北区,市民活動
2381,広陵地域福祉センター,651-1211,北区小倉台2-15-3,,078-581-2790,,34.751434,135.164135,北区,市民活動
2382,谷上地域福祉センター,651-1246,北区谷上西町7-3,,078-581-2124,,34.76128,135.16906,北区,市民活動
2383,大原桂木地域福祉センター,651-1222,北区大原3-21,,078-582-0818,,34.74965,135.140404,北区,市民活動
2384,西山地域福祉センター,651-1306,北区菖蒲が丘1-14-3,,078-951-5666,,34.839219,135.217447,北区,市民活動
2385,甲緑地域福祉センター,651-1221,北区緑町2-7-28,,078-582-3936,,34.75032,135.148101,北区,市民活動
2386,重池地域福祉センター,653-0802,長田区重池町2-3-5,,078-691-9911,,34.677891,135.153602,長田区,市民活動
2387,高取山地域福祉センター,653-0856,長田区高取山町1-2-3,,078-631-4920,,34.669956,135.136586,長田区,市民活動
2388,志里池地域福祉センター,653-0022,長田区東尻池町1-14-4,,078-651-9936,,34.661044,135.154129,長田区,市民活動
2389,真野地域福祉センター,653-0022,長田区東尻池町6-3-19,,078-681-2700,,34.65661,135.156812,長田区,市民活動
2390,みすが地域福祉センター,653-0014,長田区御蔵通4-5-1,,078-577-6194,,34.665412,135.154718,長田区,市民活動
2391,大日丘地域福祉センター,653-0872,長田区大日丘町3-8-10,,078-631-3521,,34.688968,135.135869,長田区,市民活動
2392,宮川地域福祉センター,653-0812,長田区長田町2-2-1,,078-612-4160,,34.670931,135.148054,長田区,市民活動
2393,北町地域福祉センター,653-0016,長田区北町3-4-1,,078-531-4911,,34.66514,135.151382,長田区,市民活動
2394,真陽地域福祉センター,653-0041,長田区久保町3-9-6,,078-641-2277,,34.654429,135.149041,長田区,市民活動
2395,若松地域福祉センター,653-0038,長田区若松町8-2-13,,078-611-8480,,34.654199,135.142111,長田区,市民活動
2396,長田東地域福祉センター,653-0004,長田区四番町4-54,長田公民館別館内,078-575-1865,,34.670032,135.154187,長田区,市民活動
2397,会陽地域福祉センター,653-0002,長田区六番町2-7-1,,078-577-2824,,34.67306,135.155362,長田区,市民活動
2398,長田地域福祉センター,653-0862,長田区西山町2-4-1,長田小学校内,078-631-8801,,34.672345,135.143002,長田区,市民活動
2399,細田地域福祉センター,653-0835,長田区細田町7-1-30,新長田図書館1階,078-641-6608,,34.659838,135.144949,長田区,市民活動
2400,長田庄山地域福祉センター,653-0853,長田区庄山町2-1-6,,078-641-9977,,34.662441,135.135894,長田区,市民活動
2401,丸山地域福祉センター,653-0875,長田区丸山町2-3-50,神戸市総合療育センター内,078-631-2761,,34.683143,135.140162,長田区,市民活動
2402,池田地域福祉センター,653-0831,長田区蓮宮通4-11,,078-631-7960,,34.666457,135.145229,長田区,市民活動
2403,名倉地域福祉センター,653-0000,長田区房王寺4-7-15,名倉小学校内,078-642-4166,,34.679856,135.148076,長田区,市民活動
2404,二葉地域福祉センター,653-0042,長田区二葉町6-5-1,,078-691-5988,,34.652355,135.147272,長田区,市民活動
2405,長楽地域福祉センター,653-0052,長田区海運町7-1-23,,078-734-1131,,34.648575,135.142038,長田区,市民活動
2406,高倉台地域福祉センター,654-0081,須磨区高倉台4-1-4,,078-735-5632,,34.65713,135.105358,須磨区,市民活動
2407,南須磨地域福祉センター,654-0045,須磨区松風町5-2-1,,078-733-0980,,34.647038,135.126769,須磨区,市民活動
2408,多井畑地域福祉センター,654-0133,須磨区多井畑字筋替道21-3,,078-741-8979,,34.660768,135.093506,須磨区,市民活動
2409,神の谷地域福祉センター,654-0162,須磨区神の谷5-2-1,,078-795-1344,,34.689438,135.085121,須磨区,市民活動
2410,西落合地域福祉センター,654-0155,須磨区西落合5-13-20,,078-791-3880,,34.681768,135.086451,須磨区,市民活動
2411,須磨の浦地域福祉センター,654-0072,須磨区千守町1-1-20,,078-733-9857,,34.644161,135.114543,須磨区,市民活動
2412,白川台地域福祉センター,654-0103,須磨区白川台7-3-8,,078-794-0740,,34.695714,135.101697,須磨区,市民活動
2413,菅の台地域福祉センター,654-0143,須磨区菅の台4-5,,078-791-2888,,34.67287,135.085377,須磨区,市民活動
2414,板宿地域福祉センター,654-0001,須磨区禅昌寺町2-1-5,,078-732-4155,,34.668218,135.128645,須磨区,市民活動
2415,滝が台地域福祉センター,654-0141,須磨区竜が台5-20,,078-793-4030,,34.675063,135.089216,須磨区,市民活動
2416,妙法寺地域福祉センター,654-0121,須磨区妙法寺字桜ノ界地106-1,,078-742-0194,,34.675716,135.117274,須磨区,市民活動
2417,松尾地域福祉センター,654-0151,須磨区北落合3-2-1,,078-794-0280,,34.68846,135.090739,須磨区,市民活動
2418,東落合地域福祉センター,654-0152,須磨区東落合3-33-12,,078-791-0005,,34.686471,135.102677,須磨区,市民活動
2419,南落合地域福祉センター,654-0153,須磨区南落合3-11-2,,078-794-5314,,34.677276,135.102343,須磨区,市民活動
2420,大黒地域福祉センター,654-0022,須磨区大黒町2-2-12,,078-735-2008,,34.65988,135.134933,須磨区,市民活動
2421,横尾地域福祉センター,654-0131,須磨区横尾2-1-1,,078-741-2004,,34.671759,135.113088,須磨区,市民活動
2422,東須磨地域福祉センター,654-0014,須磨区若木町3-5-9,,078-732-8957,,34.656005,135.124529,須磨区,市民活動
2423,若草地域福祉センター,654-0112,須磨区若草町3-14-9,,078-743-6166,,34.690146,135.112065,須磨区,市民活動
2424,花谷地域福祉センター,654-0154,須磨区中落合1-1-25,,078-791-1400,,34.677838,135.097836,須磨区,市民活動
2425,桃山台地域福祉センター,655-0854,垂水区桃山台3-25,,078-753-6613,,34.656401,135.081142,垂水区,市民活動
2426,霞ヶ丘地域福祉センター,655-0035,垂水区五色山4-15-8,,078-709-8080,,34.631068,135.044033,垂水区,市民活動
2427,塩屋地域福祉センター,655-0872,垂水区塩屋町4-3-9,,078-752-7988,,34.634499,135.081828,垂水区,市民活動
2428,つつじが丘地域福祉センター,655-0853,垂水区つつじが丘4-6-7,,078-707-5840,,34.659026,135.074814,垂水区,市民活動
2429,高丸地域福祉センター,655-0895,垂水区坂上5-1-2,,078-752-7930,,34.63304,135.060835,垂水区,市民活動
2430,神陵台地域福祉センター,655-0043,垂水区南多聞台1-8-8,,078-785-7224,,34.657151,135.032768,垂水区,市民活動
2431,舞子地域福祉センター,655-0048,垂水区西舞子7-30-1,,078-782-4090,,34.646014,135.027758,垂水区,市民活動
2432,多聞東地域福祉センター,655-0004,垂水区学が丘4-3-7,,078-784-8210,,34.659301,135.053513,垂水区,市民活動
2433,上高丸地域福祉センター,655-0011,垂水区千鳥が丘3-20-15,,078-707-9836,,34.645599,135.057894,垂水区,市民活動
2434,多聞台地域福祉センター,655-0007,垂水区多聞台4-14-9,,078-785-7030,,34.661206,135.043133,垂水区,市民活動
2435,西高丸地域福祉センター,655-0016,垂水区高丸6-3-1,,078-706-5702,,34.638315,135.055752,垂水区,市民活動
2436,西脇地域福祉センター,655-0006,垂水区本多聞1-5-4,,078-785-2524,,34.652569,135.038871,垂水区,市民活動
2437,多聞南地域福祉センター,655-0006,垂水区本多聞6-8-12,,078-785-2558,,34.651162,135.045343,垂水区,市民活動
2438,垂水地域福祉センター,655-0892,垂水区平磯1-2-5,垂水年金会館内,078-753-4193,,34.628091,135.058991,垂水区,市民活動
2439,小束山地域福祉センター,655-0004,垂水区学が丘7-1-29,,078-784-0693,,34.662043,135.05901,垂水区,市民活動
2440,狩口台地域福祉センター,655-0049,垂水区狩口台2-31-1,,078-782-6320,,34.651818,135.028154,垂水区,市民活動
2441,東垂水地域福祉センター,655-0883,垂水区王居殿2-5-25,,078-753-6002,,34.635214,135.07088,垂水区,市民活動
2442,本多聞地域福祉センター,655-0006,垂水区本多聞4-1-2,,078-781-8802,,34.657579,135.05083,垂水区,市民活動
2443,千代が丘地域福祉センター,655-0033,垂水区旭が丘3-12-3,,078-708-7228,,34.637869,135.049817,垂水区,市民活動
2444,星陵台地域福祉センター,655-0038,垂水区星陵台7-5-3,,078-783-8988,,34.642914,135.045761,垂水区,市民活動
2445,名谷地域福祉センター,655-0852,垂水区名谷町字中坊487-3,,078-708-4345,,34.650572,135.068838,垂水区,市民活動
2446,福田地域福祉センター,655-0882,垂水区乙木3-3-2,,078-753-2255,,34.641437,135.067131,垂水区,市民活動
2447,塩屋北地域福祉センター,655-0863,垂水区塩屋北町1-11-3,,078-753-8648,,34.647561,135.084109,垂水区,市民活動
2448,乙木地域福祉センター,655-0874,垂水区美山台1-9-40,,078-752-9218,,34.638595,135.069676,垂水区,市民活動
2449,神出地域福祉センター,651-2313,西区神出町田井34-2,,078-203-4275,,34.74628,134.989895,西区,市民活動
2450,学園西町地域福祉センター,651-2103,西区学園西町5-2-3,,078-792-9572,,34.682921,135.055484,西区,市民活動
2451,高和地域福祉センター,651-2204,西区押部谷町高和774,,078-994-9083,,34.740961,135.013667,西区,市民活動
2452,春日台地域福祉センター,651-2276,西区春日台4-5,,078-961-4888,,34.707303,134.995717,西区,市民活動
2453,糀台地域福祉センター,651-2273,西区糀台3-32-6,,078-992-4178,,34.718847,135.023869,西区,市民活動
2454,枝吉地域福祉センター,651-2133,西区枝吉4-48-4,,078-203-1474,,34.668113,134.975589,西区,市民活動
2455,平野地域福祉センター,651-2265,西区平野町宮前148,,078-961-2001,,34.709088,134.983601,西区,市民活動
2456,狩場台地域福祉センター,651-2272,西区狩場台3-6-2,,078-992-8408,,34.722944,135.031639,西区,市民活動
2457,竹の台地域福祉センター,651-2274,西区竹の台2-20-1,,078-992-6889,,34.711531,135.011846,西区,市民活動
2458,学園東地域福祉センター,651-2102,西区学園東町5-4,,078-795-3581,,34.684038,135.065462,西区,市民活動
2459,出合地域福祉センター,651-2135,西区王塚台5-73,,078-927-1201,,34.674971,134.976591,西区,市民活動
2460,岩岡第2地域福祉センター,651-2412,西区竜が丘2-15-12,,078-967-0083,,34.710953,134.934417,西区,市民活動
2461,桜が丘地域福祉センター,651-2225,西区桜が丘東町1-3-1,,078-995-2298,,34.751347,135.058633,西区,市民活動
2462,樫野台地域福祉センター,651-2275,西区樫野台5-4-2,,078-991-9922,,34.708442,135.002399,西区,市民活動
2463,美賀多台地域福祉センター,651-2277,西区美賀多台3-13-4,,078-961-6392,,34.717416,135.005641,西区,市民活動
2464,玉津地域福祉センター,651-2137,西区玉津町出合204-4,,078-925-3253,,34.674829,134.981946,西区,市民活動
2465,北山地域福祉センター,651-2215,西区北山台3-26-1,,078-994-1195,,34.762465,135.031419,西区,市民活動
2466,櫨谷地域福祉センター,651-2235,西区櫨谷町長谷75,,078-997-0412,,34.705941,135.019771,西区,市民活動
2467,岩岡第1地域福祉センター,651-2401,西区岩岡町岩岡922-1,,078-967-0005,,34.72063,134.94776,西区,市民活動
2468,月が丘地域福祉センター,651-2217,西区月が丘5-1-12,,078-995-1195,,34.759965,135.04988,西区,市民活動
2469,井吹東地域福祉センター,651-2242,西区井吹台東町4-21-2,,078-996-3569,,34.703332,135.041478,西区,市民活動
2470,高津橋地域福祉センター,651-2122,西区玉津町高津橋188,,078-914-6336,,34.669904,134.99259,西区,市民活動
2471,井吹西地域福祉センター,651-2243,西区井吹台西町4-4,,078-996-3006,,34.692287,135.022509,西区,市民活動
2472,押部谷地域福祉センター,651-2202,西区押部谷町西盛字老之本313,,078-995-3346,,34.753762,135.03359,西区,市民活動
2473,伊川谷地域福祉センター,651-2115,西区伊川谷町別府1337-1,,078-976-5445,,34.676298,135.020043,西区,市民活動
2474,有瀬地域福祉センター,651-2113,西区伊川谷町有瀬1137-30,,078-976-5007,,34.665176,135.019449,西区,市民活動
2475,長坂地域福祉センター,651-2113,西区伊川谷町有瀬603-2,,078-976-9373,,34.664018,135.023966,西区,市民活動
2476,太山寺地域福祉センター,651-2109,西区前開南町2-1-20,,078-975-6562,,34.686045,135.047326,西区,市民活動
3191,深江南地域福祉センター,658-0022,神戸市東灘区深江南町3-4-24,,078-453-1313,078-453-1313,34.721925,135.296099,東灘区,市民活動
