施設ID,施設名,郵便番号,住所,方書,電話番号,FAX番号,緯度,経度,行政区コード,カテゴリリスト
3139,神戸市役所 4号館,650-8570,中央区加納町6-5-1,,078-331-8181(代),,34.689713,135.194503,中央区,市役所・区役所
112,兵庫県警察本都,650-8510,中央区下山手通5-4-1,,078-341-7441,,34.690077,135.18379,中央区,警察署
113,東灘警察署,658-0054,神戸市東灘区御影中町2-3-2,,078-854-0110,,34.719661,135.266138,東灘区,警察署
114,灘警察署,657-0831,灘区水道筋1-24-8,,078-802-0110,,34.7142,135.227733,灘区,警察署
115,葦合警察署,651-0076,中央区吾妻通5-1-2,,078-231-0110,,34.697902,135.204285,中央区,警察署
116,生田警察署,650-0004,中央区中山手通2-2-25,,078-333-0110,,34.694763,135.189406,中央区,警察署
117,兵庫警察署,652-0047,兵庫区下沢通3-1-28,,078-577-0110,,34.676333,135.165138,兵庫区,警察署
118,神戸北警察署,651-1142,北区甲栄台3-6-1,,078-594-0110,,34.740629,135.147922,北区,警察署
119,有馬警察署,651-1301,北区藤原台北町6-18-1,,078-981-0110,,34.833417,135.224467,北区,警察署
120,長田警察署,653-0016,長田区北町3-4-9,,078-578-0110,,34.666454,135.150948,長田区,警察署
121,須磨警察署,654-0026,須磨区大池町5-1-30,,078-731-0110,,34.653293,135.131087,須磨区,警察署
122,垂水警察署,655-0006,垂水区本多聞3-12-1,,078-781-0110,,34.661082,135.053218,垂水区,警察署
123,神戸西警察署,651-2273,西区糀台5-12-2,,078-992-0110,,34.716579,135.017238,西区,警察署
124,神戸水上警察署,650-0045,神戸市中央区港島3-1,,078-306-0110,,34.676287,135.206372,中央区,警察署
82,市民防災総合センター,651-1124,北区ひよどり北町3-1,,078-743-3771,078-743-0119,34.707502,135.119916,北区,消防・防災
83,東灘消防署,658-0052,東灘区住吉東町5-2-1,,078-843-0119(代),078-854-3119,34.720397,135.265869,東灘区,消防・防災
84,東灘消防署青木出張所,658-0015,東灘区本山南町2-12-7,,078-412-0119,,34.722953,135.284384,東灘区,消防・防災
85,東灘消防署六甲アイランド出張所,658-0032,東灘区向洋町中4-2-3,,078-858-0119,,34.683803,135.272916,東灘区,消防・防災
86,東灘消防署深田池出張所,658-0063,東灘区住吉山手4-11-1,,078-854-0119,,34.726616,135.253978,東灘区,消防・防災
87,灘消防署,657-0057,灘区神ノ木通3-6-18,,078-882-0119(代),078-802-7119,34.714352,135.229846,灘区,消防・防災
88,灘消防署青谷橋出張所,657-0804,灘区城の下通2-3-1,,078-802-0119,,34.715689,135.212867,灘区,消防・防災
89,中央消防署,651-0088,中央区小野柄通2-1-19,,078-241-0119(代),078-261-1119,34.695624,135.200963,中央区,消防・防災
90,中央消防署栄町出張所,650-0023,中央区栄町通7-1-6,,078-351-0119,,34.681376,135.181413,中央区,消防・防災
91,中央消防署山手出張所,650-0011,中央区下山手通7-1-13,,078-360-0119,,34.687697,135.178543,中央区,消防・防災
92,兵庫消防署,652-0032,兵庫区荒田町1-21-1,,078-512-0119(代),,34.680611,135.165258,兵庫区,消防・防災
93,兵庫消防署運南出張所,652-0871,兵庫区浜山通2-4-1,,078-681-0119,,34.657028,135.171775,兵庫区,消防・防災
94,北消防署,651-1131,北区北五葉2-1-9,,078-591-0119(代),,34.7271,135.133338,北区,消防・防災
95,北消防署北神分署,651-1301,北区藤原台北町7-20-1,,078-981-0119(代),,34.833497,135.21859,北区,消防・防災
96,北消防署有馬出張所,651-1401,北区有馬町字ウツギ谷1307-8,,078-903-0119,,34.799217,135.243159,北区,消防・防災
97,北消防署山田出張所,651-1243,北区山田町下谷上字池ノ内21-3,,078-581-0119,,34.761087,135.157901,北区,消防・防災
98,北消防署ひよどり出張所,651-1125,北区ひよどり台南町1-15-120,,078-741-0119,,34.687518,135.124014,北区,消防・防災
99,長田消防署,653-0016,長田区北町3-4-8,,078-578-0119(代),078-578-2119,34.666085,135.150412,長田区,消防・防災
100,長田消防署大橋出張所,653-0037,長田区大橋町2-1-5,,078-643-0119,,34.657002,135.148929,長田区,消防・防災
101,須磨消防署,654-0035,須磨区中島町1-1-1,,078-735-0119(代),,34.65038,135.129912,須磨区,消防・防災
102,須磨消防署板宿出張所,654-0005,須磨区川上町2-1-7,,078-737-0119,,34.664346,135.130322,須磨区,消防・防災
103,須磨消防署北須磨出張所,654-0155,須磨区西落合1-1-1,,078-791-0119,,34.678788,135.091437,須磨区,消防・防災
104,垂水消防署,655-0052,垂水区舞多聞東1-10-30,,078-786-0119(代),078-786-1119,34.663937,135.056129,垂水区,消防・防災
105,垂水消防署塩屋出張所,655-0873,垂水区青山台5-1-33,,078-753-0119,,34.642953,135.076447,垂水区,消防・防災
106,垂水消防署高丸出張所,655-0015,垂水区野田通10-5,,078-705-0119,,34.636398,135.058438,垂水区,消防・防災
107,垂水消防署舞子出張所,655-0046,垂水区舞子台3-14-5,,078-782-0119,,34.639164,135.039323,垂水区,消防・防災
108,西消防署,651-2276,西区春日台5-1-10,,078-961-0119(代),078-961-1119,34.702337,134.988987,西区,消防・防災
109,西消防署押部谷出張所,651-2226,西区桜が丘中町1-848-1122,,078-994-0119,,34.751563,135.05763,西区,消防・防災
110,西消防署伊川谷出張所,651-2124,西区伊川谷町潤和字柿田1056,,078-974-0119,,34.66561,134.998147,西区,消防・防災
111,水上消防署,650-0045,中央区港島3-2-2,,078-302-0119(代),078-303-3119,34.676385,135.206444,中央区,消防・防災
248,JR神戸駅,650-0025,中央区相生町3-1-1,,078-341-8902,,34.679549,135.178012,中央区,交通機関
249,JR三ノ宮駅,651-0097,中央区布引町4-1-1,,078-221-0562,,34.694851,135.194969,中央区,交通機関
250,JR新神戸駅,650-0001,中央区加納町1-3-1,,078-221-1400,,34.706439,135.195795,中央区,交通機関
251,六甲有馬ロープウェー,657-0101,灘区六甲山町北六甲4512-336,,078-891-0031,078-891-0032,34.733689,135.205924,灘区,交通機関
252,まやビューライン,657-0105,灘区摩耶山町2-2,,078-861-2998,078-806-2300,34.733702,135.205875,灘区,交通機関
254,新神戸ロープウェー,650-0002,中央区北野町1-4-3,,078-271-1160,,34.704376,135.193914,中央区,交通機関
255,神戸高速鉄道(運輸部),650-0015,中央区多聞通3-3-9,,078-351-0884,,34.680095,135.176385,中央区,交通機関
256,神戸新交通ポートライナー三宮駅,651-0096,中央区雲井通8,,078-251-2115,,34.694584,135.195178,中央区,交通機関
257,神戸新交通六甲ライナー住吉駅,658-0051,東灘区住吉本町1-2,,078-822-7231,,34.719533,135.262443,東灘区,交通機関
258,神戸交通振興バス(ポートアイランド営業所),650-0045,中央区港島9-1,,078-304-2226,,34.6605,135.226081,中央区,交通機関
259,新港フェリーのりば,650-0041,中央区新港町3-7,,078-327-3333,,34.682584,135.198284,中央区,交通機関
260,阪急電鉄神戸三宮駅,650-0001,中央区加納町4,,078-331-4802,,34.693139,135.19288,中央区,交通機関
261,阪神電気鉄道神戸三宮駅,651-0088,中央区小野柄通8,,078-221-1254,,34.693742,135.195023,中央区,交通機関
262,神戸市交通局,650-0001,中央区加納町6-5-1,,078-331-8181(代),,34.689739,135.194889,中央区,交通機関
263,神戸電鉄(鉄道営業部),651-1113,北区鈴蘭台南町6-1-15,,078-592-4611,,34.722984,135.145784,北区,交通機関
264,北神急行電鉄,651-1243,北区山田町下谷上字大橋27,,078-581-1070(代),,34.759952,135.1634,北区,交通機関
265,神戸空港ターミナル,650-0048,中央区神戸空港1,,078-304-7777,078-304-0678,34.637092,135.22876,中央区,交通機関
266,神戸空港海上アクセスターミナル,650-0048,中央区神戸空港10,,078-304-0033,,34.639723,135.228846,中央区,交通機関
3000,三宮バスターミナル,651-0096,中央区雲井通7-1-1,ミント神戸1階,,,34.694521,135.196005,中央区,交通機関
3001,神戸ポートターミナル,650-0041,中央区新港町4-5,,,,34.680487,135.2029,中央区,交通機関
3002,中突堤旅客ターミナル,650-0042,中央区波止場町5-6,神戸メリケンパークオリエンタルホテル1・2階,,,34.680238,135.188393,中央区,交通機関
3003,中突堤中央ターミナル(かもめりあ),650-0042,中央区波止場町7-1,,,,34.682517,135.185018,中央区,交通機関
214,市バス魚崎営業所,658-0024,東灘区魚崎浜町32-2,,078-441-0921,,34.707676,135.279973,東灘区,市バス・地下鉄
215,市バス石屋川営業所,657-0026,灘区弓木町1-2-1,,078-841-5352,,34.719586,135.246867,灘区,市バス・地下鉄
216,市バス中央営業所,651-0082,中央区小野浜町7-65,,078-334-0050,,34.689883,135.205233,中央区,市バス・地下鉄
217,市バス松原営業所,652-0882,兵庫区芦原通5-1-31,,078-652-0586,,34.663455,135.164597,兵庫区,市バス・地下鉄
218,市バス落合営業所,654-0152,須磨区東落合1-1-5,,078-793-0052,,34.679977,135.104585,須磨区,市バス・地下鉄
219,市バス垂水営業所,655-0006,垂水区本多聞3-10-1,,078-784-2575,,34.662015,135.05191,垂水区,市バス・地下鉄
220,市バス西神営業所,651-2274,西区竹の台1-407-2,,078-991-4525,,34.713799,135.016603,西区,市バス・地下鉄
222,地下鉄西神中央駅,651-2273,西区糀台5,,078-991-3002,,34.719427,135.017378,西区,市バス・地下鉄
223,地下鉄西神南駅,651-2242,西区井吹台東町1,,078-997-0812,,34.704076,135.033747,西区,市バス・地下鉄
224,地下鉄伊川谷駅,651-2109,西区前開南町1,,078-974-8118,,34.690442,135.042082,西区,市バス・地下鉄
225,地下鉄学園都市駅,651-2103,西区学園西町1,,078-792-2288,,34.682318,135.057262,西区,市バス・地下鉄
226,地下鉄総合運動公園駅,654-0163,須磨区緑台,,078-792-2267,,34.681424,135.077366,須磨区,市バス・地下鉄
227,地下鉄名谷駅,654-0154,須磨区中落合2,,078-791-1170,,34.680224,135.095486,須磨区,市バス・地下鉄
228,地下鉄妙法寺駅,654-0131,須磨区横尾1,,078-743-6040,,34.674217,135.109774,須磨区,市バス・地下鉄
229,地下鉄板宿駅,654-0022,須磨区大黒町2,,078-734-0076,,34.65968,135.135172,須磨区,市バス・地下鉄
230,地下鉄新長田駅(西神・山手線),653-0841,長田区松野通1,,078-642-3157,,34.658574,135.144355,長田区,市バス・地下鉄
231,地下鉄長田駅(長田神社前),653-0004,長田区四番町7,,078-575-9500,,34.668469,135.151448,長田区,市バス・地下鉄
232,地下鉄上沢駅,652-0047,兵庫区下沢通8,,078-521-0030,,34.673274,135.158373,兵庫区,市バス・地下鉄
233,地下鉄湊川公園駅,652-0047,兵庫区下沢通1,,078-521-0774,,34.677526,135.166942,兵庫区,市バス・地下鉄
234,地下鉄大倉山駅,650-0017,中央区楠町3,,078-361-2353,,34.684635,135.174568,中央区,市バス・地下鉄
235,地下鉄県庁前駅,650-0011,中央区下山手通5,,078-371-5806,,34.69093,135.183929,中央区,市バス・地下鉄
236,地下鉄三宮駅,650-0012,中央区北長狭通1,,078-391-3214,,34.693607,135.191863,中央区,市バス・地下鉄
237,地下鉄新神戸駅,650-0001,中央区加納町1,,078-242-6401,,34.705295,135.19463,中央区,市バス・地下鉄
238,地下鉄新長田駅(海岸線),653-0038,長田区若松町4,,078-641-1665,,34.657745,135.144962,長田区,市バス・地下鉄
239,地下鉄駒ヶ林駅,653-0035,長田区庄田町4,,078-641-0681,,34.652132,135.149621,長田区,市バス・地下鉄
240,地下鉄苅藻駅,653-0024,長田区浜添通5,,078-652-5188,,34.653941,135.157251,長田区,市バス・地下鉄
241,地下鉄御崎公園駅,652-0875,兵庫区浜中町1,,078-672-0221,,34.657183,135.165409,兵庫区,市バス・地下鉄
242,地下鉄和田岬駅,652-0862,兵庫区上庄通2,,078-671-0177,,34.656898,135.174716,兵庫区,市バス・地下鉄
243,地下鉄中央市場前駅,652-0844,兵庫区中之島1,,078-672-0388,,34.66711,135.176455,兵庫区,市バス・地下鉄
244,地下鉄ハーバーランド駅,650-0044,中央区東川崎町1,,078-361-6055,,34.680726,135.182793,中央区,市バス・地下鉄
245,地下鉄みなと元町駅,650-0023,中央区栄町通4,,078-351-6333,,34.685897,135.184034,中央区,市バス・地下鉄
246,地下鉄旧居留地・大丸前駅,650-0021,中央区三宮町2,,078-331-1227,,34.689622,135.190739,中央区,市バス・地下鉄
247,地下鉄三宮・花時計前駅,651-0087,中央区御幸通8,,078-221-1337,,34.691622,135.195551,中央区,市バス・地下鉄
312,生田保育所,650-0017,中央区楠町8-10-2,,078-341-0425,078-341-0425,34.686263,135.174649,中央区,保育所
313,宮本保育所,651-0063,中央区宮本通1-5-21,,078-221-5242,078-227-5242,34.70772,135.212501,中央区,保育所
316,葺合保育所,651-0078,中央区八雲通1-1-6,,078-221-3910,078-221-3910,34.701307,135.207263,中央区,保育所
320,羽坂保育所,652-0805,兵庫区羽坂通4-1-1,,078-575-5790,078-575-5790,34.669427,135.165688,兵庫区,保育所
322,王塚台保育所,651-2135,西区王塚台5-115,,078-927-9551,078-927-9551,34.673454,134.97563,西区,保育所
326,細田保育所,653-0835,長田区細田町6-1-4,,078-642-0395,078-666-6667,34.659952,135.145924,長田区,保育所
327,本山保育所,658-0072,東灘区岡本1-7-6,,078-451-0567,078-441-8724,34.728135,135.276632,東灘区,保育所
332,たかとり保育所,654-0037,須磨区行平町2-2-17,,078-733-4000,078-733-4000,34.649539,135.133278,須磨区,保育所
334,御崎保育所,652-0871,兵庫区浜山通2-2-7,,078-671-4000,078-671-4006,34.656461,135.171578,兵庫区,保育所
336,倉石保育所,657-0826,灘区倉石通4-1-10,,078-801-2250,078-801-2250,34.712781,135.221705,灘区,保育所
337,西灘保育所,657-0846,灘区岩屋北町2-5-29,,078-861-2769,078-861-2804,34.706459,135.221014,灘区,保育所
338,田中保育所,658-0081,東灘区田中町4-11-22,,078-452-3181,078-452-3181,34.722797,135.269943,東灘区,保育所
339,瀬戸保育所,658-0025,東灘区魚崎南町6-5-26,,078-453-2663,078-453-2663,34.715067,135.278321,東灘区,保育所
340,中野保育所,658-0015,東灘区本山南町1-3-3,,078-453-2664,078-453-2997,34.723869,135.288547,東灘区,保育所
341,御影保育所,658-0054,東灘区御影中町4-1-8,,078-811-3780,078-811-3780,34.717523,135.254952,東灘区,保育所
343,桜ヶ丘保育所,657-0021,灘区桜ヶ丘町10-16,,078-841-4320,,34.726157,135.240554,灘区,保育所
345,神若保育所,651-0067,中央区神若通2-3-7,,078-222-3424,078-222-3426,34.70396,135.203845,中央区,保育所
346,君影保育所,651-1122,北区君影町5-1-17,,078-593-8550,078-593-8550,34.718471,135.139535,北区,保育所
347,桜の宮保育所,651-1142,北区甲栄台2-4-1,,078-593-2290,078-593-2301,34.740347,135.14971,北区,保育所
349,東高丸保育所,655-0886,垂水区東垂水1-1-3,,078-753-5366,078-753-5366,34.637253,135.067881,垂水区,保育所
350,川原保育所,655-0894,垂水区川原2-1-13,,078-753-4775,078-753-1128,34.630543,135.058296,垂水区,保育所
351,星陵台保育所,655-0038,垂水区星陵台8-13-1,,078-783-1434,078-783-1434,34.645038,135.044623,垂水区,保育所
353,竜が台保育所,654-0141,須磨区竜が台1-11,,078-792-8830,078-792-2551,34.676452,135.093694,須磨区,保育所
354,菅の台保育所,654-0143,須磨区菅の台4-6,,078-791-0678,078-791-0684,34.671601,135.084556,須磨区,保育所
357,ひよどり台保育所,651-1123,北区ひよどり台2-1-4,,078-743-1850,078-743-1850,34.698759,135.120492,北区,保育所
359,からと保育所,651-1332,北区唐櫃台2-38-5,,078-981-5448,078-981-5448,34.790083,135.214925,北区,保育所
363,押部谷保育所,651-2216,西区美穂が丘1-1,,078-994-3622,078-994-3622,34.757652,135.042665,西区,保育所
369,鈴蘭台南町保育所,651-1113,北区鈴蘭台南町4-2-28,,078-592-6030,078-592-6030,34.723173,135.137629,北区,保育所
371,鈴蘭台西町保育所,651-1114,北区鈴蘭台西町3-6-20,,078-593-6317,078-593-6317,34.728756,135.140482,北区,保育所
372,禅昌寺保育所,654-0001,須磨区禅昌寺町2-1-5,,078-732-0944,078-732-7767,34.668173,135.128815,須磨区,保育所
374,駒栄保育所,653-0034,長田区駒栄町3-1-17,,078-641-7555,078-641-7572,34.652607,135.151118,長田区,保育所
375,五位の池保育所,653-0851,長田区五位ノ池町2-1-9,,078-621-1801,078-621-2262,34.665048,135.136943,長田区,保育所
376,菅原保育所,653-0015,長田区菅原通1-72-1,,078-576-0234,078-576-0320,34.666404,135.158242,長田区,保育所
378,神徳館保育所,652-0852,兵庫区御崎本町1-1-31,,078-671-6442,078-671-5868,34.661874,135.170136,兵庫区,保育所
384,東灘本庄保育所,658-0027,東灘区青木4-1-32,,078-431-3539,078-431-3539,34.720231,135.288953,東灘区,保育所
389,浜御影保育所,658-0046,東灘区御影本町6-5-7,,078-821-9571,078-821-9571,34.712559,135.255314,東灘区,保育所
390,住吉公園保育所,658-0053,東灘区住吉宮町3-4-23,,078-851-3738,078-851-3740,34.716205,135.261204,東灘区,保育所
395,須磨保育所,654-0022,須磨区大黒町4-1-2,,078-732-4842,078-732-4850,34.658354,135.13329,須磨区,保育所
397,魚崎保育所,658-0025,東灘区魚崎南町2-11-11,,078-411-4354,078-411-4354,34.712187,135.277157,東灘区,保育所
401,多聞台保育所,655-0007,垂水区多聞台3-9-13,,078-781-2286,078-781-2305,34.662365,135.04012,垂水区,保育所
402,上高丸保育所,655-0016,垂水区高丸8-15-12,,078-709-4018,078-709-4018,34.642884,135.058093,垂水区,保育所
403,奥ノ池保育所,655-0049,垂水区狩口台3-1-5,,078-781-6163,078-781-6163,34.648869,135.029104,垂水区,保育所
404,松原保育所,652-0881,兵庫区松原通4-2-27,,078-651-5521,078-651-5527,34.66448,135.166153,兵庫区,保育所
406,しりいけ保育所,653-0022,長田区東尻池町6-3-37,,078-651-4192,078-651-4192,34.657027,135.157412,長田区,保育所
407,長田東保育所,653-0004,長田区四番町3-4-49,,078-577-7536,078-577-7536,34.670762,135.155789,長田区,保育所
408,明泉寺保育所,653-0884,長田区明泉寺町1-6-8,,078-641-4700,078-641-4700,34.679222,135.144313,長田区,保育所
409,玉津保育所,651-2125,西区玉津町新方字東方211-3,,078-911-4909,078-911-4910,34.660881,134.991021,西区,保育所
410,向陽保育所,655-0012,垂水区向陽1-3-25,,078-708-0544,078-708-5044,34.643709,135.063254,垂水区,保育所
412,本庄保育所,653-0053,長田区本庄町6-6-3,,078-731-5803,078-731-5803,34.649111,135.139842,長田区,保育所
415,房王寺保育所,653-0801,長田区房王寺町5-1-5-100,,078-643-2301,078-643-2301,34.68033,135.148745,長田区,保育所
416,八幡保育所,657-0051,灘区八幡町2-7-22,,078-821-5271,,34.719086,135.237443,灘区,保育所
419,二宮保育所,651-0091,若菜通5丁目2-24,,078-221-6111,078-221-6111,34.699568,135.198866,中央区,保育所
424,本多聞保育所,655-0006,垂水区本多聞4-1-2,,078-784-0213,078-784-0213,34.657579,135.05083,垂水区,保育所
428,灘保育所,657-0864,灘区新在家南町5-13-15,,078-861-3844,078-861-3844,34.704982,135.233516,灘区,保育所
429,渦森台保育所,658-0066,東灘区渦森台1-13-1,,078-841-6390,078-841-6390,34.739397,135.251275,東灘区,保育所
438,石屋川保育所,657-0031,灘区大和町4-4-18,,078-854-1707,078-854-1707,34.717008,135.244296,灘区,保育所
452,小河保育所,652-0895,兵庫区小河通3-2-14,,078-651-1830,078-651-1830,34.665804,135.16803,兵庫区,保育所
453,古湊保育所,650-0026,中央区古湊通2-3-23,,078-361-0761,078-361-0761,34.678039,135.174936,中央区,保育所
457,北青木保育所,658-0014,東灘区北青木1-1-2,,078-411-5421,078-411-5426,34.720986,135.286822,東灘区,保育所
474,旗塚保育所,651-0068,中央区旗塚通4-4-20,,078-221-5100,078-221-5161,34.704615,135.20161,中央区,保育所
478,枝吉保育所,651-2133,西区枝吉4-26,,078-927-5953,078-927-5959,34.667388,134.9744,西区,保育所
486,山のまち保育園,651-1221,北区緑町2-7-19,,078-581-1121,078-581-1195,34.752028,135.149953,北区,保育所
488,高倉台保育所,654-0081,須磨区高倉台4-1-3,,078-734-0092,078-734-0092,34.65701,135.105205,須磨区,保育所
491,浪松保育所,653-0055,長田区浪松町2-1-7,,078-731-5540,078-731-5540,34.650956,135.135175,長田区,保育所
492,重池保育所,653-0802,長田区重池町2-2-1-1001,,078-631-8647,,34.677984,135.153051,長田区,保育所
493,長田保育所,653-0811,長田区大塚町1-1-31,,078-691-7243,078-691-7243,34.670434,135.150704,長田区,保育所
494,駒ヶ林保育所,653-0043,長田区駒ヶ林町5-8-6,,078-611-4530,,34.648828,135.146024,長田区,保育所
496,平野保育所,652-0015,兵庫区下祇園町6-24,,078-341-5348,078-341-5348,34.687754,135.169682,兵庫区,保育所
498,運南保育所,652-0875,兵庫区浜中町1-17-11,,078-651-3111,078-651-3111,34.656267,135.164773,兵庫区,保育所
499,新長田保育所,653-0039,長田区日吉町3-1-6-2101,,078-621-8561,,34.654785,135.141513,長田区,保育所
502,みなと保育所,650-0042,中央区波止場町6-2,,078-371-4131,078-371-4131,34.684753,135.185334,中央区,保育所
503,たちばな保育所,650-0016,中央区橘通3-4-1,,078-341-0911,078-341-0911,34.681589,135.174302,中央区,保育所
